all_star_id,player_id,player,team,season,lg,replaced,all_star
Bob Pettit1963,pettibo01,Bob Pettit,West,1963,NBA,FALSE,Yes
Guy Rodgers1963,rodgegu01,Guy Rodgers,West,1963,NBA,FALSE,Yes
Jerry West1963,westje01,Jerry West,West,1963,NBA,FALSE,Yes
Lenny Wilkens1963,wilkele01,Lenny Wilkens,West,1963,NBA,FALSE,Yes
Paul Arizin1962,arizipa01,Paul Arizin,East,1962,NBA,FALSE,Yes
Wilt Chamberlain1962,chambwi01,Wilt Chamberlain,East,1962,NBA,FALSE,Yes
Larry Costello1962,costela01,Larry Costello,East,1962,NBA,TRUE,Yes
Bob Cousy1962,cousybo01,Bob Cousy,East,1962,NBA,FALSE,Yes
Tom Gola1962,golato01,Tom Gola,East,1962,NBA,TRUE,Yes
Johnny Green1962,greenjo01,Johnny Green,East,1962,NBA,TRUE,Yes
Hal Greer1962,greerha01,Hal Greer,East,1962,NBA,FALSE,Yes
Richie Guerin1962,gueriri01,Richie Guerin,East,1962,NBA,FALSE,Yes
Tom Heinsohn1962,heinsto01,Tom Heinsohn,East,1962,NBA,FALSE,Yes
Sam Jones1962,jonessa01,Sam Jones,East,1962,NBA,TRUE,Yes
Willie ulls1962,ullwi01,Willie ulls,East,1962,NBA,FALSE,Yes
Bill Russell1962,russebi01,Bill Russell,East,1962,NBA,FALSE,Yes
Dolph Schayes1962,schaydo01,Dolph Schayes,East,1962,NBA,FALSE,Yes
Elgin Baylor1962,bayloel01,Elgin Baylor,West,1962,NBA,FALSE,Yes
Walt Bellamy1962,bellawa01,Walt Bellamy,West,1962,NBA,FALSE,Yes
Wayne Embry1962,embrywa01,Wayne Embry,West,1962,NBA,FALSE,Yes
Cliff Hagan1962,hagancl01,Cliff Hagan,West,1962,NBA,FALSE,Yes
Bailey Howell1962,howelba01,Bailey Howell,West,1962,NBA,FALSE,Yes
Rudy LaRusso1962,larusru01,Rudy LaRusso,West,1962,NBA,TRUE,Yes
Bob Pettit1962,pettibo01,Bob Pettit,West,1962,NBA,FALSE,Yes
Oscar Robertson1962,roberos01,Oscar Robertson,West,1962,NBA,FALSE,Yes
Frank Selvy1962,selvyfr01,Frank Selvy,West,1962,NBA,FALSE,Yes
Gene Shue1962,shuege01,Gene Shue,West,1962,NBA,FALSE,Yes
Jack Twyman1962,twymaja01,Jack Twyman,West,1962,NBA,FALSE,Yes
Jerry West1962,westje01,Jerry West,West,1962,NBA,FALSE,Yes
Paul Arizin1961,arizipa01,Paul Arizin,East,1961,NBA,FALSE,Yes
Wilt Chamberlain1961,chambwi01,Wilt Chamberlain,East,1961,NBA,FALSE,Yes
Larry Costello1961,costela01,Larry Costello,East,1961,NBA,FALSE,Yes
Bob Cousy1961,cousybo01,Bob Cousy,East,1961,NBA,FALSE,Yes
Tom Gola1961,golato01,Tom Gola,East,1961,NBA,FALSE,Yes
Hal Greer1961,greerha01,Hal Greer,East,1961,NBA,FALSE,Yes
Richie Guerin1961,gueriri01,Richie Guerin,East,1961,NBA,FALSE,Yes
Tom Heinsohn1961,heinsto01,Tom Heinsohn,East,1961,NBA,FALSE,Yes
Willie ulls1961,ullwi01,Willie ulls,East,1961,NBA,FALSE,Yes
Bill Russell1961,russebi01,Bill Russell,East,1961,NBA,FALSE,Yes
Dolph Schayes1961,schaydo01,Dolph Schayes,East,1961,NBA,FALSE,Yes
Elgin Baylor1961,bayloel01,Elgin Baylor,West,1961,NBA,FALSE,Yes
Walter Dukes1961,dukeswa01,Walter Dukes,West,1961,NBA,FALSE,Yes
Wayne Embry1961,embrywa01,Wayne Embry,West,1961,NBA,FALSE,Yes
Cliff Hagan1961,hagancl01,Cliff Hagan,West,1961,NBA,FALSE,Yes
Bailey Howell1961,howelba01,Bailey Howell,West,1961,NBA,FALSE,Yes
Hot Rod Hundley1961,hundlho01,Hot Rod Hundley,West,1961,NBA,FALSE,Yes
Clyde Lovellette1961,lovelcl01,Clyde Lovellette,West,1961,NBA,FALSE,Yes
Bob Pettit1961,pettibo01,Bob Pettit,West,1961,NBA,FALSE,Yes
Oscar Robertson1961,roberos01,Oscar Robertson,West,1961,NBA,FALSE,Yes
Gene Shue1961,shuege01,Gene Shue,West,1961,NBA,FALSE,Yes
Jerry West1961,westje01,Jerry West,West,1961,NBA,FALSE,Yes
Paul Arizin1960,arizipa01,Paul Arizin,East,1960,NBA,TRUE,Yes
Wilt Chamberlain1960,chambwi01,Wilt Chamberlain,East,1960,NBA,FALSE,Yes
Larry Costello1960,costela01,Larry Costello,East,1960,NBA,FALSE,Yes
Bob Cousy1960,cousybo01,Bob Cousy,East,1960,NBA,FALSE,Yes
Tom Gola1960,golato01,Tom Gola,East,1960,NBA,TRUE,Yes
Richie Guerin1960,gueriri01,Richie Guerin,East,1960,NBA,FALSE,Yes
Willie ulls1960,ullwi01,Willie ulls,East,1960,NBA,FALSE,Yes
Bill Russell1960,russebi01,Bill Russell,East,1960,NBA,FALSE,Yes
Dolph Schayes1960,schaydo01,Dolph Schayes,East,1960,NBA,FALSE,Yes
Bill Sharman1960,sharmbi01,Bill Sharman,East,1960,NBA,FALSE,Yes
George Yardley1960,yardlge01,George Yardley,East,1960,NBA,FALSE,Yes
Elgin Baylor1960,bayloel01,Elgin Baylor,West,1960,NBA,FALSE,Yes
Walter Dukes1960,dukeswa01,Walter Dukes,West,1960,NBA,FALSE,Yes
Dick Garmaker1960,garmadi01,Dick Garmaker,West,1960,NBA,FALSE,Yes
Cliff Hagan1960,hagancl01,Cliff Hagan,West,1960,NBA,FALSE,Yes
Hot Rod Hundley1960,hundlho01,Hot Rod Hundley,West,1960,NBA,FALSE,Yes
Clyde Lovellette1960,lovelcl01,Clyde Lovellette,West,1960,NBA,FALSE,Yes
Chuck Noble1960,noblech01,Chuck Noble,West,1960,NBA,FALSE,Yes
Bob Pettit1960,pettibo01,Bob Pettit,West,1960,NBA,FALSE,Yes
Gene Shue1960,shuege01,Gene Shue,West,1960,NBA,FALSE,Yes
Jack Twyman1960,twymaja01,Jack Twyman,West,1960,NBA,FALSE,Yes
Paul Arizin1959,arizipa01,Paul Arizin,East,1959,NBA,FALSE,Yes
Larry Costello1959,costela01,Larry Costello,East,1959,NBA,FALSE,Yes
Bob Cousy1959,cousybo01,Bob Cousy,East,1959,NBA,FALSE,Yes
Richie Guerin1959,gueriri01,Richie Guerin,East,1959,NBA,FALSE,Yes
Red Kerr1959,kerrre01,Red Kerr,East,1959,NBA,FALSE,Yes
Bill Russell1959,russebi01,Bill Russell,East,1959,NBA,FALSE,Yes
Woody Sauldsberry1959,sauldwo01,Woody Sauldsberry,East,1959,NBA,FALSE,Yes
Dolph Schayes1959,schaydo01,Dolph Schayes,East,1959,NBA,FALSE,Yes
Kenny Sears1959,searske01,Kenny Sears,East,1959,NBA,FALSE,Yes
Bill Sharman1959,sharmbi01,Bill Sharman,East,1959,NBA,FALSE,Yes
Elgin Baylor1959,bayloel01,Elgin Baylor,West,1959,NBA,FALSE,Yes
Larry Foust1959,foustla01,Larry Foust,West,1959,NBA,FALSE,Yes
Dick Garmaker1959,garmadi01,Dick Garmaker,West,1959,NBA,FALSE,Yes
Cliff Hagan1959,hagancl01,Cliff Hagan,West,1959,NBA,FALSE,Yes
Slater Martin1959,martisl01,Slater Martin,West,1959,NBA,FALSE,Yes
Dick McGuire1959,mcguidi01,Dick McGuire,West,1959,NBA,FALSE,Yes
Bob Pettit1959,pettibo01,Bob Pettit,West,1959,NBA,FALSE,Yes
Gene Shue1959,shuege01,Gene Shue,West,1959,NBA,FALSE,Yes
Jack Twyman1959,twymaja01,Jack Twyman,West,1959,NBA,FALSE,Yes
George Yardley1959,yardlge01,George Yardley,West,1959,NBA,FALSE,Yes
Paul Arizin1958,arizipa01,Paul Arizin,East,1958,NBA,FALSE,Yes
Larry Costello1958,costela01,Larry Costello,East,1958,NBA,FALSE,Yes
Bob Cousy1958,cousybo01,Bob Cousy,East,1958,NBA,FALSE,Yes
Richie Guerin1958,gueriri01,Richie Guerin,East,1958,NBA,FALSE,Yes
Neil Johnston1958,johnsne01,Neil Johnston,East,1958,NBA,FALSE,Yes
Willie ulls1958,ullwi01,Willie ulls,East,1958,NBA,FALSE,Yes
Bill Russell1958,russebi01,Bill Russell,East,1958,NBA,FALSE,Yes
Dolph Schayes1958,schaydo01,Dolph Schayes,East,1958,NBA,FALSE,Yes
Kenny Sears1958,searske01,Kenny Sears,East,1958,NBA,FALSE,Yes
Bill Sharman1958,sharmbi01,Bill Sharman,East,1958,NBA,FALSE,Yes
Larry Foust1958,foustla01,Larry Foust,West,1958,NBA,FALSE,Yes
Dick Garmaker1958,garmadi01,Dick Garmaker,West,1958,NBA,FALSE,Yes
Cliff Hagan1958,hagancl01,Cliff Hagan,West,1958,NBA,TRUE,Yes
Slater Martin1958,martisl01,Slater Martin,West,1958,NBA,FALSE,Yes
Dick McGuire1958,mcguidi01,Dick McGuire,West,1958,NBA,FALSE,Yes
Bob Pettit1958,pettibo01,Bob Pettit,West,1958,NBA,FALSE,Yes
Gene Shue1958,shuege01,Gene Shue,West,1958,NBA,FALSE,Yes
Maurice Stokes1958,stokema01,Maurice Stokes,West,1958,NBA,FALSE,Yes
Jack Twyman1958,twymaja01,Jack Twyman,West,1958,NBA,FALSE,Yes
George Yardley1958,yardlge01,George Yardley,West,1958,NBA,FALSE,Yes
Paul Arizin1957,arizipa01,Paul Arizin,East,1957,NBA,FALSE,Yes
Carl Braun1957,braunca01,Carl Braun,East,1957,NBA,FALSE,Yes
t Clifton1957,clift01,t Clifton,East,1957,NBA,FALSE,Yes
Bob Cousy1957,cousybo01,Bob Cousy,East,1957,NBA,FALSE,Yes
Harry Gallatin1957,gallaha01,Harry Gallatin,East,1957,NBA,FALSE,Yes
Jack George1957,georgja01,Jack George,East,1957,NBA,FALSE,Yes
Tom Heinsohn1957,heinsto01,Tom Heinsohn,East,1957,NBA,FALSE,Yes
Neil Johnston1957,johnsne01,Neil Johnston,East,1957,NBA,FALSE,Yes
Dolph Schayes1957,schaydo01,Dolph Schayes,East,1957,NBA,FALSE,Yes
Bill Sharman1957,sharmbi01,Bill Sharman,East,1957,NBA,FALSE,Yes
Dick Garmaker1957,garmadi01,Dick Garmaker,West,1957,NBA,FALSE,Yes
Mel Hutchins1957,hutchme01,Mel Hutchins,West,1957,NBA,FALSE,Yes
Clyde Lovellette1957,lovelcl01,Clyde Lovellette,West,1957,NBA,TRUE,Yes
Ed Macauley1957,macaued01,Ed Macauley,West,1957,NBA,FALSE,Yes
Slater Martin1957,martisl01,Slater Martin,West,1957,NBA,FALSE,Yes
Vern Mikkelsen1957,mikkeve01,Vern Mikkelsen,West,1957,NBA,TRUE,Yes
Bob Pettit1957,pettibo01,Bob Pettit,West,1957,NBA,FALSE,Yes
Richie Regan1957,reganri01,Richie Regan,West,1957,NBA,FALSE,Yes
Maurice Stokes1957,stokema01,Maurice Stokes,West,1957,NBA,FALSE,Yes
Jack Twyman1957,twymaja01,Jack Twyman,West,1957,NBA,FALSE,Yes
George Yardley1957,yardlge01,George Yardley,West,1957,NBA,FALSE,Yes
Paul Arizin1956,arizipa01,Paul Arizin,East,1956,NBA,FALSE,Yes
Carl Braun1956,braunca01,Carl Braun,East,1956,NBA,TRUE,Yes
Bob Cousy1956,cousybo01,Bob Cousy,East,1956,NBA,FALSE,Yes
Harry Gallatin1956,gallaha01,Harry Gallatin,East,1956,NBA,FALSE,Yes
Jack George1956,georgja01,Jack George,East,1956,NBA,FALSE,Yes
Neil Johnston1956,johnsne01,Neil Johnston,East,1956,NBA,FALSE,Yes
Red Kerr1956,kerrre01,Red Kerr,East,1956,NBA,TRUE,Yes
Ed Macauley1956,macaued01,Ed Macauley,East,1956,NBA,FALSE,Yes
Dick McGuire1956,mcguidi01,Dick McGuire,East,1956,NBA,FALSE,Yes
Dolph Schayes1956,schaydo01,Dolph Schayes,East,1956,NBA,FALSE,Yes
Bill Sharman1956,sharmbi01,Bill Sharman,East,1956,NBA,FALSE,Yes
Larry Foust1956,foustla01,Larry Foust,West,1956,NBA,FALSE,Yes
Bob Harrison1956,harribo02,Bob Harrison,West,1956,NBA,FALSE,Yes
Mel Hutchins1956,hutchme01,Mel Hutchins,West,1956,NBA,FALSE,Yes
Clyde Lovellette1956,lovelcl01,Clyde Lovellette,West,1956,NBA,FALSE,Yes
Slater Martin1956,martisl01,Slater Martin,West,1956,NBA,FALSE,Yes
Vern Mikkelsen1956,mikkeve01,Vern Mikkelsen,West,1956,NBA,FALSE,Yes
Bob Pettit1956,pettibo01,Bob Pettit,West,1956,NBA,FALSE,Yes
Maurice Stokes1956,stokema01,Maurice Stokes,West,1956,NBA,FALSE,Yes
Bobby Wanzer1956,wanzebo01,Bobby Wanzer,West,1956,NBA,FALSE,Yes
George Yardley1956,yardlge01,George Yardley,West,1956,NBA,FALSE,Yes
Paul Arizin1955,arizipa01,Paul Arizin,East,1955,NBA,FALSE,Yes
Carl Braun1955,braunca01,Carl Braun,East,1955,NBA,FALSE,Yes
Bob Cousy1955,cousybo01,Bob Cousy,East,1955,NBA,FALSE,Yes
Harry Gallatin1955,gallaha01,Harry Gallatin,East,1955,NBA,FALSE,Yes
Neil Johnston1955,johnsne01,Neil Johnston,East,1955,NBA,FALSE,Yes
Ed Macauley1955,macaued01,Ed Macauley,East,1955,NBA,FALSE,Yes
Dick McGuire1955,mcguidi01,Dick McGuire,East,1955,NBA,FALSE,Yes
Dolph Schayes1955,schaydo01,Dolph Schayes,East,1955,NBA,FALSE,Yes
Paul Seymour1955,seymopa01,Paul Seymour,East,1955,NBA,FALSE,Yes
Bill Sharman1955,sharmbi01,Bill Sharman,East,1955,NBA,FALSE,Yes
Jack Coleman1955,colemja01,Jack Coleman,West,1955,NBA,TRUE,Yes
Larry Foust1955,foustla01,Larry Foust,West,1955,NBA,FALSE,Yes
Slater Martin1955,martisl01,Slater Martin,West,1955,NBA,FALSE,Yes
Vern Mikkelsen1955,mikkeve01,Vern Mikkelsen,West,1955,NBA,FALSE,Yes
Bob Pettit1955,pettibo01,Bob Pettit,West,1955,NBA,FALSE,Yes
Andy Phillip1955,phillan01,Andy Phillip,West,1955,NBA,FALSE,Yes
Jim Pollard1955,pollaji01,Jim Pollard,West,1955,NBA,FALSE,Yes
Arnie Risen1955,riser01,Arnie Risen,West,1955,NBA,TRUE,Yes
Frank Selvy1955,selvyfr01,Frank Selvy,West,1955,NBA,FALSE,Yes
Bobby Wanzer1955,wanzebo01,Bobby Wanzer,West,1955,NBA,FALSE,Yes
George Yardley1955,yardlge01,George Yardley,West,1955,NBA,FALSE,Yes
Carl Braun1954,braunca01,Carl Braun,East,1954,NBA,FALSE,Yes
Bob Cousy1954,cousybo01,Bob Cousy,East,1954,NBA,FALSE,Yes
Ray Felix1954,felixra01,Ray Felix,East,1954,NBA,FALSE,Yes
Harry Gallatin1954,gallaha01,Harry Gallatin,East,1954,NBA,FALSE,Yes
Neil Johnston1954,johnsne01,Neil Johnston,East,1954,NBA,FALSE,Yes
Ed Macauley1954,macaued01,Ed Macauley,East,1954,NBA,FALSE,Yes
Dick McGuire1954,mcguidi01,Dick McGuire,East,1954,NBA,FALSE,Yes
Dolph Schayes1954,schaydo01,Dolph Schayes,East,1954,NBA,FALSE,Yes
Paul Seymour1954,seymopa01,Paul Seymour,East,1954,NBA,FALSE,Yes
Bill Sharman1954,sharmbi01,Bill Sharman,East,1954,NBA,FALSE,Yes
Bob Davies1954,daviebo01,Bob Davies,West,1954,NBA,FALSE,Yes
Larry Foust1954,foustla01,Larry Foust,West,1954,NBA,FALSE,Yes
Mel Hutchins1954,hutchme01,Mel Hutchins,West,1954,NBA,FALSE,Yes
Slater Martin1954,martisl01,Slater Martin,West,1954,NBA,FALSE,Yes
George Mikan1954,mikange01,George Mikan,West,1954,NBA,FALSE,Yes
Jack Molis1954,molinja01,Jack Molis,West,1954,NBA,TRUE,Yes
Andy Phillip1954,phillan01,Andy Phillip,West,1954,NBA,TRUE,Yes
Jim Pollard1954,pollaji01,Jim Pollard,West,1954,NBA,FALSE,Yes
Arnie Risen1954,riser01,Arnie Risen,West,1954,NBA,FALSE,Yes
Don Sunderlage1954,sundedo01,Don Sunderlage,West,1954,NBA,FALSE,Yes
Bobby Wanzer1954,wanzebo01,Bobby Wanzer,West,1954,NBA,FALSE,Yes
Don Barksdale1953,barksdo01,Don Barksdale,East,1953,NBA,FALSE,Yes
Carl Braun1953,braunca01,Carl Braun,East,1953,NBA,FALSE,Yes
Bob Cousy1953,cousybo01,Bob Cousy,East,1953,NBA,FALSE,Yes
Bill Gabor1953,gaborbi01,Bill Gabor,East,1953,NBA,TRUE,Yes
Harry Gallatin1953,gallaha01,Harry Gallatin,East,1953,NBA,FALSE,Yes
Neil Johnston1953,johnsne01,Neil Johnston,East,1953,NBA,FALSE,Yes
Ed Macauley1953,macaued01,Ed Macauley,East,1953,NBA,FALSE,Yes
Dolph Schayes1953,schaydo01,Dolph Schayes,East,1953,NBA,FALSE,Yes
Fred Scolari1953,scolafr01,Fred Scolari,East,1953,NBA,TRUE,Yes
Paul Seymour1953,seymopa01,Paul Seymour,East,1953,NBA,FALSE,Yes
Bill Sharman1953,sharmbi01,Bill Sharman,East,1953,NBA,FALSE,Yes
Leo Barnhorst1953,barnhle01,Leo Barnhorst,West,1953,NBA,FALSE,Yes
Bob Davies1953,daviebo01,Bob Davies,West,1953,NBA,FALSE,Yes
Larry Foust1953,foustla01,Larry Foust,West,1953,NBA,FALSE,Yes
Mel Hutchins1953,hutchme01,Mel Hutchins,West,1953,NBA,FALSE,Yes
Slater Martin1953,martisl01,Slater Martin,West,1953,NBA,FALSE,Yes
George Mikan1953,mikange01,George Mikan,West,1953,NBA,FALSE,Yes
Vern Mikkelsen1953,mikkeve01,Vern Mikkelsen,West,1953,NBA,FALSE,Yes
Andy Phillip1953,phillan01,Andy Phillip,West,1953,NBA,FALSE,Yes
Arnie Risen1953,riser01,Arnie Risen,West,1953,NBA,FALSE,Yes
Bobby Wanzer1953,wanzebo01,Bobby Wanzer,West,1953,NBA,FALSE,Yes
Paul Arizin1952,arizipa01,Paul Arizin,East,1952,NBA,FALSE,Yes
Bob Cousy1952,cousybo01,Bob Cousy,East,1952,NBA,FALSE,Yes
Joe Fulks1952,fulksjo01,Joe Fulks,East,1952,NBA,FALSE,Yes
Harry Gallatin1952,gallaha01,Harry Gallatin,East,1952,NBA,TRUE,Yes
Ed Macauley1952,macaued01,Ed Macauley,East,1952,NBA,FALSE,Yes
Dick McGuire1952,mcguidi01,Dick McGuire,East,1952,NBA,FALSE,Yes
Andy Phillip1952,phillan01,Andy Phillip,East,1952,NBA,FALSE,Yes
Red Rocha1952,rochare01,Red Rocha,East,1952,NBA,FALSE,Yes
Dolph Schayes1952,schaydo01,Dolph Schayes,East,1952,NBA,TRUE,Yes
Fred Scolari1952,scolafr01,Fred Scolari,East,1952,NBA,FALSE,Yes
Max Zaslofsky1952,zasloma01,Max Zaslofsky,East,1952,NBA,FALSE,Yes
Leo Barnhorst1952,barnhle01,Leo Barnhorst,West,1952,NBA,FALSE,Yes
Frankie Brian1952,brianfr01,Frankie Brian,West,1952,NBA,FALSE,Yes
Bob Davies1952,daviebo01,Bob Davies,West,1952,NBA,FALSE,Yes
Dike Eddleman1952,eddledi01,Dike Eddleman,West,1952,NBA,FALSE,Yes
Larry Foust1952,foustla01,Larry Foust,West,1952,NBA,TRUE,Yes
George Mikan1952,mikange01,George Mikan,West,1952,NBA,FALSE,Yes
Vern Mikkelsen1952,mikkeve01,Vern Mikkelsen,West,1952,NBA,FALSE,Yes
Jim Pollard1952,pollaji01,Jim Pollard,West,1952,NBA,FALSE,Yes
Arnie Risen1952,riser01,Arnie Risen,West,1952,NBA,TRUE,Yes
Paul Walther1952,walthpa01,Paul Walther,West,1952,NBA,FALSE,Yes
Bobby Wanzer1952,wanzebo01,Bobby Wanzer,West,1952,NBA,FALSE,Yes
Paul Arizin1951,arizipa01,Paul Arizin,East,1951,NBA,FALSE,Yes
Vince Boryla1951,borylvi01,Vince Boryla,East,1951,NBA,FALSE,Yes
Bob Cousy1951,cousybo01,Bob Cousy,East,1951,NBA,FALSE,Yes
Joe Fulks1951,fulksjo01,Joe Fulks,East,1951,NBA,FALSE,Yes
Harry Gallatin1951,gallaha01,Harry Gallatin,East,1951,NBA,FALSE,Yes
Ed Macauley1951,macaued01,Ed Macauley,East,1951,NBA,FALSE,Yes
Dick McGuire1951,mcguidi01,Dick McGuire,East,1951,NBA,FALSE,Yes
Andy Phillip1951,phillan01,Andy Phillip,East,1951,NBA,FALSE,Yes
Red Rocha1951,rochare01,Red Rocha,East,1951,NBA,FALSE,Yes
Dolph Schayes1951,schaydo01,Dolph Schayes,East,1951,NBA,FALSE,Yes
Ralph Beard1951,beardra01,Ralph Beard,West,1951,NBA,FALSE,Yes
Frankie Brian1951,brianfr01,Frankie Brian,West,1951,NBA,FALSE,Yes
Bob Davies1951,daviebo01,Bob Davies,West,1951,NBA,FALSE,Yes
Dike Eddleman1951,eddledi01,Dike Eddleman,West,1951,NBA,FALSE,Yes
Larry Foust1951,foustla01,Larry Foust,West,1951,NBA,FALSE,Yes
Alex Groza1951,grozaal01,Alex Groza,West,1951,NBA,FALSE,Yes
George Mikan1951,mikange01,George Mikan,West,1951,NBA,FALSE,Yes
Vern Mikkelsen1951,mikkeve01,Vern Mikkelsen,West,1951,NBA,FALSE,Yes
Jim Pollard1951,pollaji01,Jim Pollard,West,1951,NBA,FALSE,Yes
Fred Schaus1951,schaufr01,Fred Schaus,West,1951,NBA,FALSE,Yes
