all_star_id,player_id,player,team,season,lg,replaced,all_star
Scottie Barnes2026,barnesc01,Scottie Barnes,Team Stars,2026,NBA,FALSE,Yes
Devin Booker2026,bookede01,Devin Booker,Team Stars,2026,NBA,FALSE,Yes
Cade Cunningham2026,cunnica01,Cade Cunningham,Team Stars,2026,NBA,FALSE,Yes
Jalen Duren2026,durenja01,Jalen Duren,Team Stars,2026,NBA,FALSE,Yes
Anthony Edwards2026,edwaran01,Anthony Edwards,Team Stars,2026,NBA,FALSE,Yes
Chet Holmgren2026,holmgch01,Chet Holmgren,Team Stars,2026,NBA,FALSE,Yes
Jalen Johnson2026,johnsja05,Jalen Johnson,Team Stars,2026,NBA,FALSE,Yes
Tyrese Maxey2026,maxeyty01,Tyrese Maxey,Team Stars,2026,NBA,FALSE,Yes
Jaylen Brown2026,brownja02,Jaylen Brown,Team Stripes,2026,NBA,FALSE,Yes
Jalen Brunson2026,brunsja01,Jalen Brunson,Team Stripes,2026,NBA,FALSE,Yes
Stephen Curry2026,curryst01,Stephen Curry,Team Stripes,2026,NBA,TRUE,Yes
Kevin Durant2026,duranke01,Kevin Durant,Team Stripes,2026,NBA,FALSE,Yes
De'Aaron Fox2026,foxde01,De'Aaron Fox,Team Stripes,2026,NBA,FALSE,Yes
Brandon Ingram2026,ingrabr01,Brandon Ingram,Team Stripes,2026,NBA,FALSE,Yes
LeBron James2026,jamesle01,LeBron James,Team Stripes,2026,NBA,FALSE,Yes
Kawhi Leord2026,leoka01,Kawhi Leord,Team Stripes,2026,NBA,FALSE,Yes
Donovan Mitchell2026,mitchdo01,Donovan Mitchell,Team Stripes,2026,NBA,FALSE,Yes
Giannis Antetokounmpo2026,antetgi01,Giannis Antetokounmpo,Team World,2026,NBA,TRUE,Yes
Deni Avdija2026,avdijde01,Deni Avdija,Team World,2026,NBA,FALSE,Yes
Luka Dončić2026,doncilu01,Luka Dončić,Team World,2026,NBA,FALSE,Yes
Shai Gilgeous-Alexander2026,gilgesh01,Shai Gilgeous-Alexander,Team World,2026,NBA,TRUE,Yes
Nikola Jokić2026,jokicni01,Nikola Jokić,Team World,2026,NBA,FALSE,Yes
Jamal Murray2026,murraja01,Jamal Murray,Team World,2026,NBA,FALSE,Yes
Norman Powell2026,powelno01,Norman Powell,Team World,2026,NBA,FALSE,Yes
Alperen Şengün2026,sengual01,Alperen Şengün,Team World,2026,NBA,FALSE,Yes
Pascal Siakam2026,siakapa01,Pascal Siakam,Team World,2026,NBA,FALSE,Yes
Karl-Anthony Towns2026,townska01,Karl-Anthony Towns,Team World,2026,NBA,FALSE,Yes
Victor Wembanyama2026,wembavi01,Victor Wembanyama,Team World,2026,NBA,FALSE,Yes
Giannis Antetokounmpo2025,antetgi01,Giannis Antetokounmpo,Team Chuck,2025,NBA,TRUE,Yes
Shai Gilgeous-Alexander2025,gilgesh01,Shai Gilgeous-Alexander,Team Chuck,2025,NBA,FALSE,Yes
Nikola Jokić2025,jokicni01,Nikola Jokić,Team Chuck,2025,NBA,FALSE,Yes
Donovan Mitchell2025,mitchdo01,Donovan Mitchell,Team Chuck,2025,NBA,FALSE,Yes
Alperen Şengün2025,sengual01,Alperen Şengün,Team Chuck,2025,NBA,FALSE,Yes
Pascal Siakam2025,siakapa01,Pascal Siakam,Team Chuck,2025,NBA,FALSE,Yes
Karl-Anthony Towns2025,townska01,Karl-Anthony Towns,Team Chuck,2025,NBA,FALSE,Yes
Victor Wembanyama2025,wembavi01,Victor Wembanyama,Team Chuck,2025,NBA,FALSE,Yes
Trae Young2025,youngtr01,Trae Young,Team Chuck,2025,NBA,FALSE,Yes
Jalen Brunson2025,brunsja01,Jalen Brunson,Team Kenny,2025,NBA,FALSE,Yes
Cade Cunningham2025,cunnica01,Cade Cunningham,Team Kenny,2025,NBA,FALSE,Yes
Anthony Edwards2025,edwaran01,Anthony Edwards,Team Kenny,2025,NBA,TRUE,Yes
Darius Garland2025,garlada01,Darius Garland,Team Kenny,2025,NBA,FALSE,Yes
Tyler Herro2025,herroty01,Tyler Herro,Team Kenny,2025,NBA,FALSE,Yes
Jaren Jackson Jr.2025,jacksja02,Jaren Jackson Jr.,Team Kenny,2025,NBA,FALSE,Yes
Evan Mobley2025,mobleev01,Evan Mobley,Team Kenny,2025,NBA,FALSE,Yes
Jalen Williams2025,willija06,Jalen Williams,Team Kenny,2025,NBA,FALSE,Yes
Jaylen Brown2025,brownja02,Jaylen Brown,Team Shaq,2025,NBA,FALSE,Yes
Stephen Curry2025,curryst01,Stephen Curry,Team Shaq,2025,NBA,FALSE,Yes
Anthony Davis2025,davisan02,Anthony Davis,Team Shaq,2025,NBA,TRUE,Yes
Kevin Durant2025,duranke01,Kevin Durant,Team Shaq,2025,NBA,FALSE,Yes
James Harden2025,hardeja01,James Harden,Team Shaq,2025,NBA,FALSE,Yes
Kyrie Irving2025,irvinky01,Kyrie Irving,Team Shaq,2025,NBA,FALSE,Yes
LeBron James2025,jamesle01,LeBron James,Team Shaq,2025,NBA,TRUE,Yes
Damian Lillard2025,lillada01,Damian Lillard,Team Shaq,2025,NBA,FALSE,Yes
Jayson Tatum2025,tatumja01,Jayson Tatum,Team Shaq,2025,NBA,FALSE,Yes
Bam Adebayo2024,adebaba01,Bam Adebayo,East,2024,NBA,FALSE,Yes
Giannis Antetokounmpo2024,antetgi01,Giannis Antetokounmpo,East,2024,NBA,FALSE,Yes
Paolo Banchero2024,banchpa01,Paolo Banchero,East,2024,NBA,FALSE,Yes
Scottie Barnes2024,barnesc01,Scottie Barnes,East,2024,NBA,FALSE,Yes
Jaylen Brown2024,brownja02,Jaylen Brown,East,2024,NBA,FALSE,Yes
Jalen Brunson2024,brunsja01,Jalen Brunson,East,2024,NBA,FALSE,Yes
Joel Embiid2024,embiijo01,Joel Embiid,East,2024,NBA,TRUE,Yes
Tyrese Haliburton2024,halibty01,Tyrese Haliburton,East,2024,NBA,FALSE,Yes
Damian Lillard2024,lillada01,Damian Lillard,East,2024,NBA,FALSE,Yes
Tyrese Maxey2024,maxeyty01,Tyrese Maxey,East,2024,NBA,FALSE,Yes
Donovan Mitchell2024,mitchdo01,Donovan Mitchell,East,2024,NBA,FALSE,Yes
Julius Randle2024,randlju01,Julius Randle,East,2024,NBA,TRUE,Yes
Jayson Tatum2024,tatumja01,Jayson Tatum,East,2024,NBA,FALSE,Yes
Trae Young2024,youngtr01,Trae Young,East,2024,NBA,FALSE,Yes
Devin Booker2024,bookede01,Devin Booker,West,2024,NBA,FALSE,Yes
Stephen Curry2024,curryst01,Stephen Curry,West,2024,NBA,FALSE,Yes
Anthony Davis2024,davisan02,Anthony Davis,West,2024,NBA,FALSE,Yes
Luka Dončić2024,doncilu01,Luka Dončić,West,2024,NBA,FALSE,Yes
Kevin Durant2024,duranke01,Kevin Durant,West,2024,NBA,FALSE,Yes
Anthony Edwards2024,edwaran01,Anthony Edwards,West,2024,NBA,FALSE,Yes
Paul George2024,georgpa01,Paul George,West,2024,NBA,FALSE,Yes
Shai Gilgeous-Alexander2024,gilgesh01,Shai Gilgeous-Alexander,West,2024,NBA,FALSE,Yes
LeBron James2024,jamesle01,LeBron James,West,2024,NBA,FALSE,Yes
Nikola Jokić2024,jokicni01,Nikola Jokić,West,2024,NBA,FALSE,Yes
Kawhi Leord2024,leoka01,Kawhi Leord,West,2024,NBA,FALSE,Yes
Karl-Anthony Towns2024,townska01,Karl-Anthony Towns,West,2024,NBA,FALSE,Yes
Bam Adebayo2023,adebaba01,Bam Adebayo,Giannis,2023,NBA,FALSE,Yes
Giannis Antetokounmpo2023,antetgi01,Giannis Antetokounmpo,Giannis,2023,NBA,FALSE,Yes
DeMar DeRozan2023,derozde01,DeMar DeRozan,Giannis,2023,NBA,FALSE,Yes
Kevin Durant2023,duranke01,Kevin Durant,Giannis,2023,NBA,TRUE,Yes
Shai Gilgeous-Alexander2023,gilgesh01,Shai Gilgeous-Alexander,Giannis,2023,NBA,FALSE,Yes
Jrue Holiday2023,holidjr01,Jrue Holiday,Giannis,2023,NBA,FALSE,Yes
Damian Lillard2023,lillada01,Damian Lillard,Giannis,2023,NBA,FALSE,Yes
Lauri Markkanen2023,markkla01,Lauri Markkanen,Giannis,2023,NBA,FALSE,Yes
Donovan Mitchell2023,mitchdo01,Donovan Mitchell,Giannis,2023,NBA,FALSE,Yes
Ja Morant2023,moranja01,Ja Morant,Giannis,2023,NBA,FALSE,Yes
Domantas Sabonis2023,sabondo01,Domantas Sabonis,Giannis,2023,NBA,FALSE,Yes
Pascal Siakam2023,siakapa01,Pascal Siakam,Giannis,2023,NBA,FALSE,Yes
Jayson Tatum2023,tatumja01,Jayson Tatum,Giannis,2023,NBA,FALSE,Yes
Jaylen Brown2023,brownja02,Jaylen Brown,LeBron,2023,NBA,FALSE,Yes
Stephen Curry2023,curryst01,Stephen Curry,LeBron,2023,NBA,TRUE,Yes
Luka Dončić2023,doncilu01,Luka Dončić,LeBron,2023,NBA,FALSE,Yes
Anthony Edwards2023,edwaran01,Anthony Edwards,LeBron,2023,NBA,FALSE,Yes
Joel Embiid2023,embiijo01,Joel Embiid,LeBron,2023,NBA,FALSE,Yes
De'Aaron Fox2023,foxde01,De'Aaron Fox,LeBron,2023,NBA,FALSE,Yes
Paul George2023,georgpa01,Paul George,LeBron,2023,NBA,FALSE,Yes
Tyrese Haliburton2023,halibty01,Tyrese Haliburton,LeBron,2023,NBA,FALSE,Yes
Kyrie Irving2023,irvinky01,Kyrie Irving,LeBron,2023,NBA,FALSE,Yes
Jaren Jackson Jr.2023,jacksja02,Jaren Jackson Jr.,LeBron,2023,NBA,FALSE,Yes
LeBron James2023,jamesle01,LeBron James,LeBron,2023,NBA,FALSE,Yes
Nikola Jokić2023,jokicni01,Nikola Jokić,LeBron,2023,NBA,FALSE,Yes
Julius Randle2023,randlju01,Julius Randle,LeBron,2023,NBA,FALSE,Yes
Zion Williamson2023,willizi01,Zion Williamson,LeBron,2023,NBA,TRUE,Yes
LaMelo Ball2022,ballla01,LaMelo Ball,Team Durant,2022,NBA,FALSE,Yes
Devin Booker2022,bookede01,Devin Booker,Team Durant,2022,NBA,FALSE,Yes
Kevin Durant2022,duranke01,Kevin Durant,Team Durant,2022,NBA,TRUE,Yes
Joel Embiid2022,embiijo01,Joel Embiid,Team Durant,2022,NBA,FALSE,Yes
Rudy Gobert2022,goberru01,Rudy Gobert,Team Durant,2022,NBA,FALSE,Yes
Draymond Green2022,greendr01,Draymond Green,Team Durant,2022,NBA,TRUE,Yes
Zach LaVine2022,lavinza01,Zach LaVine,Team Durant,2022,NBA,FALSE,Yes
Khris Middleton2022,middlkh01,Khris Middleton,Team Durant,2022,NBA,FALSE,Yes
Ja Morant2022,moranja01,Ja Morant,Team Durant,2022,NBA,FALSE,Yes
Dejounte Murray2022,murrade01,Dejounte Murray,Team Durant,2022,NBA,FALSE,Yes
Jayson Tatum2022,tatumja01,Jayson Tatum,Team Durant,2022,NBA,FALSE,Yes
Karl-Anthony Towns2022,townska01,Karl-Anthony Towns,Team Durant,2022,NBA,FALSE,Yes
Andrew Wiggins2022,wiggian01,Andrew Wiggins,Team Durant,2022,NBA,FALSE,Yes
Trae Young2022,youngtr01,Trae Young,Team Durant,2022,NBA,FALSE,Yes
Jarrett Allen2022,allenja01,Jarrett Allen,Team LeBron,2022,NBA,FALSE,Yes
Giannis Antetokounmpo2022,antetgi01,Giannis Antetokounmpo,Team LeBron,2022,NBA,FALSE,Yes
Jimmy Butler2022,butleji01,Jimmy Butler,Team LeBron,2022,NBA,FALSE,Yes
Stephen Curry2022,curryst01,Stephen Curry,Team LeBron,2022,NBA,FALSE,Yes
DeMar DeRozan2022,derozde01,DeMar DeRozan,Team LeBron,2022,NBA,FALSE,Yes
Luka Dončić2022,doncilu01,Luka Dončić,Team LeBron,2022,NBA,FALSE,Yes
Darius Garland2022,garlada01,Darius Garland,Team LeBron,2022,NBA,FALSE,Yes
James Harden2022,hardeja01,James Harden,Team LeBron,2022,NBA,TRUE,Yes
LeBron James2022,jamesle01,LeBron James,Team LeBron,2022,NBA,FALSE,Yes
Nikola Jokić2022,jokicni01,Nikola Jokić,Team LeBron,2022,NBA,FALSE,Yes
Donovan Mitchell2022,mitchdo01,Donovan Mitchell,Team LeBron,2022,NBA,TRUE,Yes
Chris Paul2022,paulch01,Chris Paul,Team LeBron,2022,NBA,FALSE,Yes
Fred VanVleet2022,vanvlfr01,Fred VanVleet,Team LeBron,2022,NBA,FALSE,Yes
Bradley Beal2021,bealbr01,Bradley Beal,Team Durant,2021,NBA,FALSE,Yes
Devin Booker2021,bookede01,Devin Booker,Team Durant,2021,NBA,TRUE,Yes
Mike Conley2021,conlemi01,Mike Conley,Team Durant,2021,NBA,FALSE,Yes
Anthony Davis2021,davisan02,Anthony Davis,Team Durant,2021,NBA,TRUE,Yes
Kevin Durant2021,duranke01,Kevin Durant,Team Durant,2021,NBA,TRUE,Yes
Joel Embiid2021,embiijo01,Joel Embiid,Team Durant,2021,NBA,TRUE,Yes
James Harden2021,hardeja01,James Harden,Team Durant,2021,NBA,FALSE,Yes
Kyrie Irving2021,irvinky01,Kyrie Irving,Team Durant,2021,NBA,FALSE,Yes
Zach LaVine2021,lavinza01,Zach LaVine,Team Durant,2021,NBA,FALSE,Yes
Kawhi Leord2021,leoka01,Kawhi Leord,Team Durant,2021,NBA,FALSE,Yes
Donovan Mitchell2021,mitchdo01,Donovan Mitchell,Team Durant,2021,NBA,FALSE,Yes
Julius Randle2021,randlju01,Julius Randle,Team Durant,2021,NBA,FALSE,Yes
Jayson Tatum2021,tatumja01,Jayson Tatum,Team Durant,2021,NBA,FALSE,Yes
Nikola Vučević2021,vucevni01,Nikola Vučević,Team Durant,2021,NBA,FALSE,Yes
Zion Williamson2021,willizi01,Zion Williamson,Team Durant,2021,NBA,FALSE,Yes
Giannis Antetokounmpo2021,antetgi01,Giannis Antetokounmpo,Team LeBron,2021,NBA,FALSE,Yes
Jaylen Brown2021,brownja02,Jaylen Brown,Team LeBron,2021,NBA,FALSE,Yes
Stephen Curry2021,curryst01,Stephen Curry,Team LeBron,2021,NBA,FALSE,Yes
Luka Dončić2021,doncilu01,Luka Dončić,Team LeBron,2021,NBA,FALSE,Yes
Paul George2021,georgpa01,Paul George,Team LeBron,2021,NBA,FALSE,Yes
Rudy Gobert2021,goberru01,Rudy Gobert,Team LeBron,2021,NBA,FALSE,Yes
LeBron James2021,jamesle01,LeBron James,Team LeBron,2021,NBA,FALSE,Yes
Nikola Jokić2021,jokicni01,Nikola Jokić,Team LeBron,2021,NBA,FALSE,Yes
Damian Lillard2021,lillada01,Damian Lillard,Team LeBron,2021,NBA,FALSE,Yes
Chris Paul2021,paulch01,Chris Paul,Team LeBron,2021,NBA,FALSE,Yes
Domantas Sabonis2021,sabondo01,Domantas Sabonis,Team LeBron,2021,NBA,FALSE,Yes
Ben Simmons2021,simmobe01,Ben Simmons,Team LeBron,2021,NBA,TRUE,Yes
Bam Adebayo2020,adebaba01,Bam Adebayo,Team Giannis,2020,NBA,FALSE,Yes
Giannis Antetokounmpo2020,antetgi01,Giannis Antetokounmpo,Team Giannis,2020,NBA,FALSE,Yes
Jimmy Butler2020,butleji01,Jimmy Butler,Team Giannis,2020,NBA,FALSE,Yes
Joel Embiid2020,embiijo01,Joel Embiid,Team Giannis,2020,NBA,FALSE,Yes
Rudy Gobert2020,goberru01,Rudy Gobert,Team Giannis,2020,NBA,FALSE,Yes
Brandon Ingram2020,ingrabr01,Brandon Ingram,Team Giannis,2020,NBA,FALSE,Yes
Kyle Lowry2020,lowryky01,Kyle Lowry,Team Giannis,2020,NBA,FALSE,Yes
Khris Middleton2020,middlkh01,Khris Middleton,Team Giannis,2020,NBA,FALSE,Yes
Donovan Mitchell2020,mitchdo01,Donovan Mitchell,Team Giannis,2020,NBA,FALSE,Yes
Pascal Siakam2020,siakapa01,Pascal Siakam,Team Giannis,2020,NBA,FALSE,Yes
Kemba Walker2020,walkeke02,Kemba Walker,Team Giannis,2020,NBA,FALSE,Yes
Trae Young2020,youngtr01,Trae Young,Team Giannis,2020,NBA,FALSE,Yes
Devin Booker2020,bookede01,Devin Booker,Team LeBron,2020,NBA,FALSE,Yes
Anthony Davis2020,davisan02,Anthony Davis,Team LeBron,2020,NBA,FALSE,Yes
Luka Dončić2020,doncilu01,Luka Dončić,Team LeBron,2020,NBA,FALSE,Yes
James Harden2020,hardeja01,James Harden,Team LeBron,2020,NBA,FALSE,Yes
LeBron James2020,jamesle01,LeBron James,Team LeBron,2020,NBA,FALSE,Yes
Nikola Jokić2020,jokicni01,Nikola Jokić,Team LeBron,2020,NBA,FALSE,Yes
Kawhi Leord2020,leoka01,Kawhi Leord,Team LeBron,2020,NBA,FALSE,Yes
Damian Lillard2020,lillada01,Damian Lillard,Team LeBron,2020,NBA,TRUE,Yes
Chris Paul2020,paulch01,Chris Paul,Team LeBron,2020,NBA,FALSE,Yes
Domantas Sabonis2020,sabondo01,Domantas Sabonis,Team LeBron,2020,NBA,FALSE,Yes
Ben Simmons2020,simmobe01,Ben Simmons,Team LeBron,2020,NBA,FALSE,Yes
Jayson Tatum2020,tatumja01,Jayson Tatum,Team LeBron,2020,NBA,FALSE,Yes
Russell Westbrook2020,westbru01,Russell Westbrook,Team LeBron,2020,NBA,FALSE,Yes
Giannis Antetokounmpo2019,antetgi01,Giannis Antetokounmpo,Team Giannis,2019,NBA,FALSE,Yes
Stephen Curry2019,curryst01,Stephen Curry,Team Giannis,2019,NBA,FALSE,Yes
Joel Embiid2019,embiijo01,Joel Embiid,Team Giannis,2019,NBA,FALSE,Yes
Paul George2019,georgpa01,Paul George,Team Giannis,2019,NBA,FALSE,Yes
Blake Griffin2019,griffbl01,Blake Griffin,Team Giannis,2019,NBA,FALSE,Yes
Nikola Jokić2019,jokicni01,Nikola Jokić,Team Giannis,2019,NBA,FALSE,Yes
Kyle Lowry2019,lowryky01,Kyle Lowry,Team Giannis,2019,NBA,FALSE,Yes
Khris Middleton2019,middlkh01,Khris Middleton,Team Giannis,2019,NBA,FALSE,Yes
Dirk Nowitzki2019,nowitdi01,Dirk Nowitzki,Team Giannis,2019,NBA,FALSE,Yes
Victor Oladipo2019,oladivi01,Victor Oladipo,Team Giannis,2019,NBA,TRUE,Yes
D'Angelo Russell2019,russeda01,D'Angelo Russell,Team Giannis,2019,NBA,FALSE,Yes
Nikola Vučević2019,vucevni01,Nikola Vučević,Team Giannis,2019,NBA,FALSE,Yes
Kemba Walker2019,walkeke02,Kemba Walker,Team Giannis,2019,NBA,FALSE,Yes
Russell Westbrook2019,westbru01,Russell Westbrook,Team Giannis,2019,NBA,FALSE,Yes
LaMarcus Aldridge2019,aldrila01,LaMarcus Aldridge,Team LeBron,2019,NBA,FALSE,Yes
Bradley Beal2019,bealbr01,Bradley Beal,Team LeBron,2019,NBA,FALSE,Yes
Anthony Davis2019,davisan02,Anthony Davis,Team LeBron,2019,NBA,FALSE,Yes
Kevin Durant2019,duranke01,Kevin Durant,Team LeBron,2019,NBA,FALSE,Yes
James Harden2019,hardeja01,James Harden,Team LeBron,2019,NBA,FALSE,Yes
Kyrie Irving2019,irvinky01,Kyrie Irving,Team LeBron,2019,NBA,FALSE,Yes
LeBron James2019,jamesle01,LeBron James,Team LeBron,2019,NBA,FALSE,Yes
Kawhi Leord2019,leoka01,Kawhi Leord,Team LeBron,2019,NBA,FALSE,Yes
Damian Lillard2019,lillada01,Damian Lillard,Team LeBron,2019,NBA,FALSE,Yes
Ben Simmons2019,simmobe01,Ben Simmons,Team LeBron,2019,NBA,FALSE,Yes
Klay Thompson2019,thompkl01,Klay Thompson,Team LeBron,2019,NBA,FALSE,Yes
Karl-Anthony Towns2019,townska01,Karl-Anthony Towns,Team LeBron,2019,NBA,FALSE,Yes
Dwyane Wade2019,wadedw01,Dwyane Wade,Team LeBron,2019,NBA,FALSE,Yes
LaMarcus Aldridge2018,aldrila01,LaMarcus Aldridge,Team LeBron,2018,NBA,FALSE,Yes
Bradley Beal2018,bealbr01,Bradley Beal,Team LeBron,2018,NBA,FALSE,Yes
DeMarcus Cousins2018,couside01,DeMarcus Cousins,Team LeBron,2018,NBA,TRUE,Yes
Anthony Davis2018,davisan02,Anthony Davis,Team LeBron,2018,NBA,FALSE,Yes
Goran Dragić2018,dragigo01,Goran Dragić,Team LeBron,2018,NBA,FALSE,Yes
Andre Drummond2018,drumman01,Andre Drummond,Team LeBron,2018,NBA,FALSE,Yes
Kevin Durant2018,duranke01,Kevin Durant,Team LeBron,2018,NBA,FALSE,Yes
Paul George2018,georgpa01,Paul George,Team LeBron,2018,NBA,FALSE,Yes
Kyrie Irving2018,irvinky01,Kyrie Irving,Team LeBron,2018,NBA,FALSE,Yes
LeBron James2018,jamesle01,LeBron James,Team LeBron,2018,NBA,FALSE,Yes
Kevin Love2018,loveke01,Kevin Love,Team LeBron,2018,NBA,TRUE,Yes
Victor Oladipo2018,oladivi01,Victor Oladipo,Team LeBron,2018,NBA,FALSE,Yes
Kristaps Porziņģis2018,porzikr01,Kristaps Porziņģis,Team LeBron,2018,NBA,TRUE,Yes
Kemba Walker2018,walkeke02,Kemba Walker,Team LeBron,2018,NBA,FALSE,Yes
John Wall2018,walljo01,John Wall,Team LeBron,2018,NBA,TRUE,Yes
Russell Westbrook2018,westbru01,Russell Westbrook,Team LeBron,2018,NBA,FALSE,Yes
Giannis Antetokounmpo2018,antetgi01,Giannis Antetokounmpo,Team Stephen,2018,NBA,FALSE,Yes
Jimmy Butler2018,butleji01,Jimmy Butler,Team Stephen,2018,NBA,TRUE,Yes
Stephen Curry2018,curryst01,Stephen Curry,Team Stephen,2018,NBA,FALSE,Yes
DeMar DeRozan2018,derozde01,DeMar DeRozan,Team Stephen,2018,NBA,FALSE,Yes
Joel Embiid2018,embiijo01,Joel Embiid,Team Stephen,2018,NBA,FALSE,Yes
Draymond Green2018,greendr01,Draymond Green,Team Stephen,2018,NBA,FALSE,Yes
James Harden2018,hardeja01,James Harden,Team Stephen,2018,NBA,FALSE,Yes
Al Horford2018,horfoal01,Al Horford,Team Stephen,2018,NBA,FALSE,Yes
Damian Lillard2018,lillada01,Damian Lillard,Team Stephen,2018,NBA,FALSE,Yes
Kyle Lowry2018,lowryky01,Kyle Lowry,Team Stephen,2018,NBA,FALSE,Yes
Klay Thompson2018,thompkl01,Klay Thompson,Team Stephen,2018,NBA,FALSE,Yes
Karl-Anthony Towns2018,townska01,Karl-Anthony Towns,Team Stephen,2018,NBA,FALSE,Yes
Giannis Antetokounmpo2017,antetgi01,Giannis Antetokounmpo,East,2017,NBA,FALSE,Yes
Carmelo Anthony2017,anthoca01,Carmelo Anthony,East,2017,NBA,FALSE,Yes
Jimmy Butler2017,butleji01,Jimmy Butler,East,2017,NBA,FALSE,Yes
DeMar DeRozan2017,derozde01,DeMar DeRozan,East,2017,NBA,FALSE,Yes
Paul George2017,georgpa01,Paul George,East,2017,NBA,FALSE,Yes
Kyrie Irving2017,irvinky01,Kyrie Irving,East,2017,NBA,FALSE,Yes
LeBron James2017,jamesle01,LeBron James,East,2017,NBA,FALSE,Yes
Kevin Love2017,loveke01,Kevin Love,East,2017,NBA,TRUE,Yes
Kyle Lowry2017,lowryky01,Kyle Lowry,East,2017,NBA,FALSE,Yes
Paul Millsap2017,millspa01,Paul Millsap,East,2017,NBA,FALSE,Yes
Isaiah Thomas2017,thomais02,Isaiah Thomas,East,2017,NBA,FALSE,Yes
Kemba Walker2017,walkeke02,Kemba Walker,East,2017,NBA,FALSE,Yes
John Wall2017,walljo01,John Wall,East,2017,NBA,FALSE,Yes
DeMarcus Cousins2017,couside01,DeMarcus Cousins,West,2017,NBA,FALSE,Yes
Stephen Curry2017,curryst01,Stephen Curry,West,2017,NBA,FALSE,Yes
Anthony Davis2017,davisan02,Anthony Davis,West,2017,NBA,FALSE,Yes
Kevin Durant2017,duranke01,Kevin Durant,West,2017,NBA,FALSE,Yes
Marc Gasol2017,gasolma01,Marc Gasol,West,2017,NBA,FALSE,Yes
Draymond Green2017,greendr01,Draymond Green,West,2017,NBA,FALSE,Yes
James Harden2017,hardeja01,James Harden,West,2017,NBA,FALSE,Yes
Gordon Hayward2017,haywago01,Gordon Hayward,West,2017,NBA,FALSE,Yes
DeAndre Jordan2017,jordade01,DeAndre Jordan,West,2017,NBA,FALSE,Yes
Kawhi Leord2017,leoka01,Kawhi Leord,West,2017,NBA,FALSE,Yes
Klay Thompson2017,thompkl01,Klay Thompson,West,2017,NBA,FALSE,Yes
Russell Westbrook2017,westbru01,Russell Westbrook,West,2017,NBA,FALSE,Yes
Carmelo Anthony2016,anthoca01,Carmelo Anthony,East,2016,NBA,FALSE,Yes
Chris Bosh2016,boshch01,Chris Bosh,East,2016,NBA,TRUE,Yes
Jimmy Butler2016,butleji01,Jimmy Butler,East,2016,NBA,TRUE,Yes
DeMar DeRozan2016,derozde01,DeMar DeRozan,East,2016,NBA,FALSE,Yes
Andre Drummond2016,drumman01,Andre Drummond,East,2016,NBA,FALSE,Yes
Pau Gasol2016,gasolpa01,Pau Gasol,East,2016,NBA,FALSE,Yes
Paul George2016,georgpa01,Paul George,East,2016,NBA,FALSE,Yes
Al Horford2016,horfoal01,Al Horford,East,2016,NBA,FALSE,Yes
LeBron James2016,jamesle01,LeBron James,East,2016,NBA,FALSE,Yes
Kyle Lowry2016,lowryky01,Kyle Lowry,East,2016,NBA,FALSE,Yes
Paul Millsap2016,millspa01,Paul Millsap,East,2016,NBA,FALSE,Yes
Isaiah Thomas2016,thomais02,Isaiah Thomas,East,2016,NBA,FALSE,Yes
Dwyane Wade2016,wadedw01,Dwyane Wade,East,2016,NBA,FALSE,Yes
John Wall2016,walljo01,John Wall,East,2016,NBA,FALSE,Yes
LaMarcus Aldridge2016,aldrila01,LaMarcus Aldridge,West,2016,NBA,FALSE,Yes
Kobe Bryant2016,bryanko01,Kobe Bryant,West,2016,NBA,FALSE,Yes
DeMarcus Cousins2016,couside01,DeMarcus Cousins,West,2016,NBA,FALSE,Yes
Stephen Curry2016,curryst01,Stephen Curry,West,2016,NBA,FALSE,Yes
Anthony Davis2016,davisan02,Anthony Davis,West,2016,NBA,FALSE,Yes
Kevin Durant2016,duranke01,Kevin Durant,West,2016,NBA,FALSE,Yes
Draymond Green2016,greendr01,Draymond Green,West,2016,NBA,FALSE,Yes
James Harden2016,hardeja01,James Harden,West,2016,NBA,FALSE,Yes
Kawhi Leord2016,leoka01,Kawhi Leord,West,2016,NBA,FALSE,Yes
Chris Paul2016,paulch01,Chris Paul,West,2016,NBA,FALSE,Yes
Klay Thompson2016,thompkl01,Klay Thompson,West,2016,NBA,FALSE,Yes
Russell Westbrook2016,westbru01,Russell Westbrook,West,2016,NBA,FALSE,Yes
Carmelo Anthony2015,anthoca01,Carmelo Anthony,East,2015,NBA,FALSE,Yes
Chris Bosh2015,boshch01,Chris Bosh,East,2015,NBA,FALSE,Yes
Jimmy Butler2015,butleji01,Jimmy Butler,East,2015,NBA,FALSE,Yes
Pau Gasol2015,gasolpa01,Pau Gasol,East,2015,NBA,FALSE,Yes
Al Horford2015,horfoal01,Al Horford,East,2015,NBA,FALSE,Yes
Kyrie Irving2015,irvinky01,Kyrie Irving,East,2015,NBA,FALSE,Yes
LeBron James2015,jamesle01,LeBron James,East,2015,NBA,FALSE,Yes
Kyle Korver2015,korveky01,Kyle Korver,East,2015,NBA,FALSE,Yes
Kyle Lowry2015,lowryky01,Kyle Lowry,East,2015,NBA,FALSE,Yes
Paul Millsap2015,millspa01,Paul Millsap,East,2015,NBA,FALSE,Yes
Jeff Teague2015,teaguje01,Jeff Teague,East,2015,NBA,FALSE,Yes
Dwyane Wade2015,wadedw01,Dwyane Wade,East,2015,NBA,TRUE,Yes
