player_id,In Player Stats File,team_id,season,league,player,age,team,position,games,games_started,minutes_played,per,ts_percent,three_attempt_rt,free_throw_rt,orb_percent,drb_percent,trb_percent,ast_percent,stl_percent,blk_percent,tov_percent,usg_percent,offensive_ws,defensive_ws,ws,ws_per48,offensive_bpm,defensive_bpm,bpm,vorp
belinma01SAS2020,Marco Belinelli,SAS2020,2020,NBA,Marco Belinelli,33,SAS,SG,57,0,883,10.8,0.532,0.567,0.185,0.009,0.112,0.06,0.107,0.006,0.001,0.053,0.175,0.7,0.2,0.8,0.046,-0.7,-2,-2.7,-0.2
belljo012TM2020,Jordan Bell,2TM2020,2020,NBA,Jordan Bell,25,2TM,C,29,0,256,13.9,0.577,0.179,0.463,0.12,0.218,0.167,0.089,0.005,0.032,0.207,0.164,0.2,0.2,0.4,0.07,-1.4,-1.1,-2.5,0
belljo01MIN2020,Jordan Bell,MIN2020,2020,NBA,Jordan Bell,25,MIN,C,27,0,235,14.1,0.57,0.15,0.483,0.121,0.233,0.175,0.086,0.004,0.035,0.198,0.159,0.2,0.2,0.4,0.072,-1.5,-1.1,-2.6,0
belljo01MEM2020,Jordan Bell,MEM2020,2020,NBA,Jordan Bell,25,MEM,C,2,0,21,12.6,0.635,0.429,0.286,0.102,0.049,0.075,0.129,0.022,0,0.276,0.216,0,0,0,0.047,-0.9,-0.8,-1.6,0
bembrde01ATL2020,DeAndre' Bembry,ATL2020,2020,NBA,DeAndre' Bembry,25,ATL,SG,43,4,915,9.6,0.5,0.285,0.211,0.039,0.141,0.089,0.123,0.028,0.017,0.194,0.14,-0.5,0.8,0.2,0.012,-3.5,1.1,-2.5,-0.1
bendedr012TM2020,Dragan Bender,2TM2020,2020,NBA,Dragan Bender,22,2TM,PF,16,3,286,10.9,0.545,0.467,0.152,0.059,0.211,0.135,0.144,0.007,0.028,0.176,0.177,0,0.3,0.3,0.052,-3.1,0.2,-2.9,-0.1
bendedr01MIL2020,Dragan Bender,MIL2020,2020,NBA,Dragan Bender,22,MIL,C,7,0,91,8.4,0.582,0.429,0.143,0,0.205,0.109,0.125,0,0.048,0.183,0.124,0,0.2,0.2,0.105,-4.4,3.2,-1.2,0
bendedr01GSW2020,Dragan Bender,GSW2020,2020,NBA,Dragan Bender,22,GSW,PF,9,3,195,12.1,0.534,0.479,0.155,0.086,0.213,0.147,0.152,0.01,0.018,0.174,0.201,0,0.1,0.1,0.027,-2.5,-1.2,-3.7,-0.1
bertada01WAS2020,Dāvis Bertāns,WAS2020,2020,NBA,Dāvis Bertāns,27,WAS,PF,54,4,1583,15.5,0.628,0.774,0.2,0.023,0.151,0.085,0.084,0.011,0.018,0.082,0.19,3,0.5,3.5,0.107,2.7,-1.8,0.9,1.1
beverpa01LAC2020,Patrick Beverley,LAC2020,2020,NBA,Patrick Beverley,31,LAC,PG,51,50,1342,12.5,0.56,0.604,0.138,0.045,0.158,0.103,0.182,0.019,0.016,0.154,0.133,1.6,2,3.6,0.128,-0.3,2.5,2.2,1.4
birchkh01ORL2020,Khem Birch,ORL2020,2020,NBA,Khem Birch,27,ORL,C,48,24,922,11.7,0.566,0.007,0.706,0.103,0.156,0.129,0.073,0.011,0.023,0.142,0.102,1.2,0.9,2.2,0.112,-2.5,0.2,-2.4,-0.1
bitadgo01IND2020,Goga Bitadze,IND2020,2020,NBA,Goga Bitadze,20,IND,C,54,2,471,12.1,0.523,0.28,0.22,0.059,0.187,0.123,0.067,0.01,0.069,0.145,0.179,-0.1,0.8,0.7,0.067,-4.1,1.8,-2.3,0
biyombi01CHO2020,Bismack Biyombo,CHO2020,2020,NBA,Bismack Biyombo,27,CHO,C,53,29,1029,16.1,0.57,0,0.543,0.123,0.207,0.163,0.078,0.005,0.044,0.122,0.168,1.5,0.9,2.4,0.113,-1.8,-0.7,-2.5,-0.1
bjeline01SAC2020,Nemanja Bjelica,SAC2020,2020,NBA,Nemanja Bjelica,31,SAC,PF,72,67,2011,15.7,0.602,0.49,0.129,0.061,0.199,0.128,0.147,0.015,0.019,0.125,0.17,3.4,1.9,5.3,0.127,1.2,0.5,1.8,1.9
bledser01MIL2020,Eric Bledsoe,MIL2020,2020,NBA,Eric Bledsoe,30,MIL,PG,61,61,1646,17.6,0.571,0.306,0.304,0.028,0.135,0.085,0.287,0.016,0.014,0.157,0.237,2.4,3,5.4,0.157,0.8,1,1.8,1.6
bogdabo01SAC2020,Bogdan Bogdanović,SAC2020,2020,NBA,Bogdan Bogdanović,27,SAC,SG,61,28,1766,15.2,0.565,0.576,0.151,0.016,0.118,0.066,0.18,0.018,0.008,0.111,0.226,1.8,1.3,3.1,0.084,1.2,-0.5,0.6,1.2
bogdabo02UTA2020,Bojan Bogdanović,UTA2020,2020,NBA,Bojan Bogdanović,30,UTA,SF,63,63,2083,15.6,0.603,0.489,0.296,0.021,0.112,0.068,0.1,0.008,0.003,0.131,0.255,2.6,1.6,4.2,0.096,1.6,-1.5,0.1,1.1
bolbo01DEN2020,Bol Bol,DEN2020,2020,NBA,Bol Bol,20,DEN,PF,7,0,87,14.4,0.617,0.321,0.357,0.064,0.18,0.122,0.098,0.011,0.064,0.236,0.212,0,0.1,0.1,0.063,-2.3,-0.7,-3,0
boldejo012TM2020,Jonah Bolden,2TM2020,2020,NBA,Jonah Bolden,24,2TM,C,7,0,47,4.9,0.392,0.364,0.364,0.07,0.143,0.106,0,0.03,0.037,0.136,0.134,-0.1,0.1,0,-0.006,-8.8,-0.4,-9.2,-0.1
boldejo01PHI2020,Jonah Bolden,PHI2020,2020,NBA,Jonah Bolden,24,PHI,C,4,0,14,-2,0.515,0.333,0.667,0,0.079,0.039,0,0.035,0,0.34,0.181,-0.1,0,0,-0.15,-14.1,-0.7,-14.7,0
boldejo01PHO2020,Jonah Bolden,PHO2020,2020,NBA,Jonah Bolden,24,PHO,C,3,0,33,7.9,0.338,0.375,0.25,0.1,0.17,0.135,0,0.029,0.053,0,0.114,0,0.1,0,0.054,-6.6,-0.3,-6.9,0
boldema01CLE2020,Marques Bolden,CLE2020,2020,NBA,Marques Bolden,21,CLE,C,1,0,3,19.8,NULL,NULL,NULL,0,0.747,0.37,0,0.162,0,#VALUE!,0,0,0,0,0.282,-5.8,11.3,5.4,0
bonejo01DET2020,Jordan Bone,DET2020,2020,NBA,Jordan Bone,22,DET,PG,10,0,53,0.8,0.3,0.5,0,0,0.087,0.043,0.21,0.009,0,0.091,0.181,-0.1,0,-0.1,-0.117,-9.1,-2.8,-11.9,-0.1
bongais01WAS2020,Isaac Bonga,WAS2020,2020,NBA,Isaac Bonga,20,WAS,SF,66,49,1250,10.2,0.608,0.303,0.363,0.06,0.138,0.097,0.079,0.017,0.015,0.176,0.11,1.2,0.6,1.8,0.068,-2.7,-0.1,-2.8,-0.3
bookede01PHO2020,Devin Booker,PHO2020,2020,NBA,Devin Booker,23,PHO,SG,70,70,2512,20.6,0.618,0.31,0.397,0.013,0.12,0.066,0.3,0.009,0.006,0.149,0.3,6,1.5,7.5,0.143,3.4,-1.3,2.2,2.6
bouchch01TOR2020,Chris Boucher,TOR2020,2020,NBA,Chris Boucher,27,TOR,C,62,0,819,20.7,0.587,0.395,0.388,0.141,0.214,0.179,0.048,0.013,0.073,0.074,0.197,2.1,1.8,3.8,0.224,1,1,2,0.8
bowenbr02IND2020,Brian Bowen,IND2020,2020,NBA,Brian Bowen,21,IND,SF,6,1,31,0.1,0.3,0.2,0,0.036,0.21,0.124,0,0,0.028,0.091,0.156,-0.1,0,-0.1,-0.107,-9.1,-1.8,-10.9,-0.1
bowmaky01GSW2020,Ky Bowman,GSW2020,2020,NBA,Ky Bowman,22,GSW,PG,45,12,1015,9.1,0.494,0.333,0.128,0.025,0.107,0.065,0.194,0.021,0.009,0.171,0.172,-0.6,0.6,-0.1,-0.003,-4,-0.3,-4.3,-0.6
bradlav01LAL2020,Avery Bradley,LAL2020,2020,NBA,Avery Bradley,29,LAL,SG,49,44,1186,8.9,0.537,0.452,0.063,0.017,0.089,0.053,0.072,0.017,0.004,0.107,0.157,0.2,1.4,1.5,0.062,-3,0.5,-2.5,-0.2
bradlto01UTA2020,Tony Bradley,UTA2020,2020,NBA,Tony Bradley,22,UTA,C,58,3,663,21.7,0.681,0.016,0.243,0.191,0.25,0.222,0.054,0.01,0.041,0.125,0.158,2.2,1.1,3.3,0.236,1,0.3,1.3,0.6
brantja01UTA2020,Jarrell Brantley,UTA2020,2020,NBA,Jarrell Brantley,23,UTA,PF,9,0,96,8,0.416,0.464,0.071,0.024,0.199,0.115,0.158,0.015,0.043,0.195,0.163,-0.2,0.1,0,-0.006,-5.3,0.7,-4.6,-0.1
brazdig01NYK2020,Ignas Brazdeikis,NYK2020,2020,NBA,Ignas Brazdeikis,21,NYK,SF,9,0,53,3.2,0.351,0.409,0.227,0.039,0.062,0.05,0.106,0,0.018,0.076,0.21,-0.1,0,-0.1,-0.108,-5.1,-3.9,-9,-0.1
breweco01SAC2020,Corey Brewer,SAC2020,2020,NBA,Corey Brewer,33,SAC,PF,5,0,33,8.7,0.47,0.25,0.75,0.067,0.21,0.136,0.077,0.059,0,0.273,0.096,0,0.1,0,0.064,-6,2.8,-3.2,0
bridgmi01PHO2020,Mikal Bridges,PHO2020,2020,NBA,Mikal Bridges,23,PHO,SF,73,32,2042,12.9,0.62,0.401,0.252,0.035,0.124,0.079,0.086,0.024,0.02,0.12,0.127,2.5,2.3,4.8,0.113,-0.6,1.5,0.8,1.5
bridgmi02CHO2020,Miles Bridges,CHO2020,2020,NBA,Miles Bridges,21,CHO,SF,65,64,1995,12.1,0.52,0.398,0.174,0.046,0.156,0.099,0.094,0.01,0.022,0.105,0.2,0.3,1.3,1.6,0.039,-1.5,-1,-2.5,-0.3
brissos01TOR2020,Oshae Brissett,TOR2020,2020,NBA,Oshae Brissett,21,TOR,SF,19,0,135,6.7,0.458,0.417,0.278,0.072,0.13,0.102,0.07,0.014,0.007,0.148,0.15,-0.1,0.2,0.1,0.043,-5.8,0.4,-5.3,-0.1
broekry01DAL2020,Ryan Broekhoff,DAL2020,2020,NBA,Ryan Broekhoff,29,DAL,SF,17,1,180,13.1,0.568,0.864,0.136,0.03,0.219,0.125,0.083,0.013,0.019,0.088,0.163,0.2,0.2,0.4,0.109,0.5,0.3,0.8,0.1
brogdma01IND2020,Malcolm Brogdon,IND2020,2020,NBA,Malcolm Brogdon,27,IND,PG,54,54,1666,17.7,0.541,0.309,0.25,0.031,0.141,0.086,0.338,0.01,0.005,0.137,0.252,2.3,1.7,4,0.114,2.3,-0.5,1.8,1.6
brookdi01MEM2020,Dillon Brooks,MEM2020,2020,NBA,Dillon Brooks,24,MEM,SG,73,73,2112,11.3,0.51,0.385,0.19,0.035,0.086,0.061,0.105,0.014,0.011,0.097,0.252,-0.4,1.6,1.2,0.027,-2.7,-1.4,-4.1,-1.1
brownbr01DET2020,Bruce Brown,DET2020,2020,NBA,Bruce Brown,23,DET,PG,58,43,1634,11.9,0.518,0.215,0.266,0.042,0.15,0.095,0.204,0.019,0.015,0.167,0.16,0.7,1.4,2.1,0.062,-2,0.8,-1.2,0.3
brownch02ATL2020,Charlie Brown Jr.,ATL2020,2020,NBA,Charlie Brown Jr.,22,ATL,SG,10,0,40,11,0.472,0.474,0.263,0.053,0.055,0.054,0.073,0.023,0.042,0.124,0.251,0,0,0,-0.028,-1.2,-1.4,-2.5,0
brownja02BOS2020,Jaylen Brown,BOS2020,2020,NBA,Jaylen Brown,23,BOS,SG,57,57,1934,16.9,0.583,0.381,0.274,0.035,0.165,0.101,0.097,0.016,0.01,0.112,0.247,2.3,2.6,4.9,0.123,1,-0.2,0.8,1.4
brownmo01POR2020,Moses Brown,POR2020,2020,NBA,Moses Brown,20,POR,C,9,0,33,6.7,0.407,0,0.8,0.096,0.345,0.222,0.04,0.014,0.026,0.182,0.212,-0.1,0,0,-0.065,-8.2,-1.8,-10,-0.1
brownst02MIL2020,Sterling Brown,MIL2020,2020,NBA,Sterling Brown,24,MIL,SF,52,1,767,9.5,0.486,0.531,0.156,0.043,0.185,0.118,0.086,0.017,0.008,0.133,0.17,-0.4,1.5,1.1,0.07,-3,1,-2,0
browntr01WAS2020,Troy Brown Jr.,WAS2020,2020,NBA,Troy Brown Jr.,20,WAS,SF,69,22,1782,13.7,0.524,0.288,0.223,0.045,0.196,0.117,0.141,0.022,0.003,0.104,0.178,1.3,1.2,2.4,0.065,-0.8,-0.4,-1.2,0.3
brunsja01DAL2020,Jalen Brunson,DAL2020,2020,NBA,Jalen Brunson,23,DAL,PG,57,16,1022,14.9,0.553,0.309,0.193,0.023,0.113,0.069,0.27,0.01,0.003,0.136,0.204,1.6,0.6,2.1,0.101,0.1,-1,-0.9,0.3
bryanth01WAS2020,Thomas Bryant,WAS2020,2020,NBA,Thomas Bryant,22,WAS,C,46,36,1147,21.1,0.649,0.218,0.278,0.09,0.231,0.158,0.111,0.01,0.037,0.102,0.189,3.1,0.8,3.9,0.164,2.9,-0.7,2.2,1.2
bullore01NYK2020,Reggie Bullock,NYK2020,2020,NBA,Reggie Bullock,28,NYK,SG,29,19,684,9.3,0.502,0.496,0.094,0.02,0.088,0.053,0.088,0.018,0.004,0.075,0.156,0.2,0.3,0.5,0.036,-2.8,-0.3,-3,-0.2
burketr012TM2020,Trey Burke,2TM2020,2020,NBA,Trey Burke,27,2TM,PG,33,1,520,15.6,0.548,0.359,0.139,0.034,0.07,0.052,0.237,0.015,0.003,0.087,0.2,1,0.4,1.3,0.123,0.8,-1,-0.2,0.2
burketr01PHI2020,Trey Burke,PHI2020,2020,NBA,Trey Burke,27,PHI,PG,25,0,329,15.4,0.545,0.299,0.142,0.05,0.067,0.059,0.239,0.01,0.003,0.082,0.192,0.6,0.2,0.9,0.127,0.7,-1.2,-0.5,0.1
burketr01DAL2020,Trey Burke,DAL2020,2020,NBA,Trey Burke,27,DAL,PG,8,1,191,16,0.553,0.451,0.134,0.006,0.076,0.041,0.232,0.023,0.004,0.094,0.214,0.3,0.2,0.5,0.117,1,-0.8,0.2,0.1
burksal012TM2020,Alec Burks,2TM2020,2020,NBA,Alec Burks,28,2TM,SF,66,19,1754,16.7,0.561,0.392,0.345,0.029,0.149,0.087,0.172,0.017,0.009,0.093,0.238,2.5,1.2,3.7,0.101,1.2,-0.7,0.5,1.1
burksal01GSW2020,Alec Burks,GSW2020,2020,NBA,Alec Burks,28,GSW,SF,48,18,1390,16.1,0.552,0.373,0.373,0.028,0.153,0.088,0.174,0.017,0.011,0.098,0.238,1.6,0.9,2.5,0.085,0.7,-0.6,0.1,0.7
burksal01PHI2020,Alec Burks,PHI2020,2020,NBA,Alec Burks,28,PHI,SG,18,1,364,19,0.594,0.461,0.246,0.033,0.137,0.085,0.163,0.016,0,0.075,0.237,0.9,0.4,1.2,0.161,3.1,-1.1,2,0.4
burtode02OKC2020,Deonte Burton,OKC2020,2020,NBA,Deonte Burton,26,OKC,SF,39,0,356,4.3,0.396,0.424,0.112,0.022,0.151,0.088,0.068,0.01,0.024,0.127,0.185,-0.9,0.4,-0.5,-0.067,-6.3,-0.5,-6.8,-0.4
butleji01MIA2020,Jimmy Butler,MIA2020,2020,NBA,Jimmy Butler,30,MIA,SF,58,58,1959,23.6,0.585,0.157,0.693,0.063,0.154,0.11,0.281,0.026,0.016,0.114,0.251,6.3,2.7,9,0.221,4,1.5,5.4,3.7
cabocbr012TM2020,Bruno Caboclo,2TM2020,2020,NBA,Bruno Caboclo,24,2TM,C,30,0,244,14.1,0.484,0.371,0.101,0.1,0.158,0.129,0.068,0.029,0.061,0.123,0.18,0,0.4,0.4,0.076,-3,0.9,-2.1,0
cabocbr01MEM2020,Bruno Caboclo,MEM2020,2020,NBA,Bruno Caboclo,24,MEM,C,22,0,192,11.9,0.441,0.362,0.043,0.095,0.145,0.121,0.071,0.024,0.055,0.091,0.168,-0.1,0.3,0.2,0.053,-3.4,0.7,-2.7,0
cabocbr01HOU2020,Bruno Caboclo,HOU2020,2020,NBA,Bruno Caboclo,24,HOU,C,8,0,52,22.1,0.618,0.4,0.3,0.12,0.203,0.161,0.059,0.044,0.082,0.209,0.228,0,0.1,0.2,0.162,-1.4,1.6,0.2,0
cacokde01LAL2020,Devontae Cacok,LAL2020,2020,NBA,Devontae Cacok,23,LAL,C,1,0,9,28.6,0.5,0,0,0.246,0.361,0.304,0.203,0,0,0,0.281,0,0,0,0.226,4.8,-4.6,0.2,0
caldwke01LAL2020,Kentavious Caldwell-Pope,LAL2020,2020,NBA,Kentavious Caldwell-Pope,26,LAL,SG,69,26,1762,11,0.584,0.471,0.201,0.024,0.064,0.044,0.085,0.015,0.007,0.101,0.147,1.9,1.9,3.7,0.102,-1.2,0.4,-0.8,0.5
cancavl01DEN2020,Vlatko Čančar,DEN2020,2020,NBA,Vlatko Čančar,22,DEN,PF,14,0,45,11.4,0.507,0.4,0.267,0.125,0.124,0.124,0.091,0.011,0.021,0.152,0.191,0,0,0.1,0.062,-3.6,-1.2,-4.8,0
capelca01HOU2020,Clint Capela,HOU2020,2020,NBA,Clint Capela,25,HOU,C,39,39,1279,20.6,0.626,0,0.268,0.136,0.305,0.22,0.057,0.012,0.048,0.127,0.161,2.8,2.1,4.9,0.184,1,0.4,1.4,1.1
carrode012TM2020,DeMarre Carroll,2TM2020,2020,NBA,DeMarre Carroll,33,2TM,C,24,0,290,9.1,0.515,0.5,0.636,0.044,0.158,0.101,0.112,0.013,0.015,0.168,0.148,0,0.2,0.3,0.045,-3.1,-0.7,-3.9,-0.1
carrode01SAS2020,DeMarre Carroll,SAS2020,2020,NBA,DeMarre Carroll,33,SAS,SF,15,0,135,4.9,0.437,0.448,0.69,0.056,0.192,0.124,0.101,0.007,0.013,0.209,0.153,-0.2,0.1,-0.1,-0.036,-5.9,-1.1,-7,-0.2
carrode01HOU2020,DeMarre Carroll,HOU2020,2020,NBA,DeMarre Carroll,33,HOU,C,9,0,155,12.8,0.578,0.541,0.595,0.033,0.13,0.081,0.122,0.018,0.017,0.13,0.143,0.2,0.2,0.4,0.114,-0.7,-0.4,-1.1,0
carteje01PHO2020,Jevon Carter,PHO2020,2020,NBA,Jevon Carter,24,PHO,PG,58,2,945,11.3,0.563,0.601,0.111,0.035,0.105,0.069,0.119,0.024,0.016,0.112,0.129,0.8,1,1.8,0.093,-0.7,1.3,0.6,0.6
cartemi01ORL2020,Michael Carter-Williams,ORL2020,2020,NBA,Michael Carter-Williams,28,ORL,SG,45,0,833,15.3,0.535,0.288,0.365,0.058,0.135,0.095,0.191,0.029,0.024,0.147,0.183,0.7,1.2,1.9,0.111,-1.5,1.6,0.1,0.5
cartevi01ATL2020,Vince Carter,ATL2020,2020,NBA,Vince Carter,43,ATL,PF,60,0,876,7.5,0.47,0.664,0.095,0.022,0.132,0.076,0.077,0.012,0.024,0.094,0.166,-0.6,0.4,-0.2,-0.011,-3.1,-1.2,-4.3,-0.5
cartewe01CHI2020,Wendell Carter Jr.,CHI2020,2020,NBA,Wendell Carter Jr.,20,CHI,C,43,43,1256,15.5,0.59,0.085,0.443,0.116,0.246,0.178,0.06,0.013,0.027,0.149,0.164,1.7,1.6,3.3,0.127,-2.1,-0.3,-2.4,-0.1
carusal01LAL2020,Alex Caruso,LAL2020,2020,NBA,Alex Caruso,25,LAL,PG,64,2,1175,10.8,0.525,0.412,0.323,0.016,0.098,0.057,0.136,0.028,0.014,0.138,0.138,0.5,1.8,2.3,0.095,-2.6,2.4,-0.2,0.5
caulewi012TM2020,Willie Cauley-Stein,2TM2020,2020,NBA,Willie Cauley-Stein,26,2TM,C,54,39,1097,17,0.589,0.003,0.219,0.08,0.233,0.155,0.099,0.021,0.05,0.108,0.144,1.5,1.5,2.9,0.128,-1.2,1.7,0.5,0.7
caulewi01GSW2020,Willie Cauley-Stein,GSW2020,2020,NBA,Willie Cauley-Stein,26,GSW,C,41,37,940,16.2,0.573,0,0.222,0.079,0.22,0.147,0.099,0.023,0.048,0.11,0.144,1,1.2,2.2,0.113,-1.6,1.6,0,0.5
caulewi01DAL2020,Willie Cauley-Stein,DAL2020,2020,NBA,Willie Cauley-Stein,26,DAL,C,13,2,157,22.2,0.684,0.022,0.2,0.088,0.31,0.201,0.096,0.012,0.06,0.093,0.147,0.5,0.3,0.7,0.222,0.9,2.2,3.1,0.2
chandty01HOU2020,Tyson Chandler,HOU2020,2020,NBA,Tyson Chandler,37,HOU,C,26,5,219,10.8,0.717,0,0.722,0.118,0.198,0.158,0.035,0.013,0.031,0.252,0.06,0.3,0.3,0.6,0.131,-2.6,1.1,-1.5,0
chandwi01BRK2020,Wilson Chandler,BRK2020,2020,NBA,Wilson Chandler,32,BRK,PF,35,3,734,7.4,0.531,0.661,0.126,0.016,0.185,0.102,0.073,0.01,0.014,0.15,0.129,-0.1,0.9,0.7,0.046,-3.7,1,-2.7,-0.1
chealjo01CHO2020,Joe Chealey,CHO2020,2020,NBA,Joe Chealey,24,CHO,PG,4,0,33,-2.9,0.127,0.571,0.286,0,0,0,0.039,0.061,0,0.202,0.132,-0.2,0,-0.1,-0.188,-14.3,1.7,-12.5,-0.1
cheatzy01NOP2020,Zylan Cheatham,NOP2020,2020,NBA,Zylan Cheatham,24,NOP,PF,4,0,51,6.7,0.667,0.111,0,0.062,0.125,0.094,0.077,0.009,0.016,0.308,0.104,0,0,0,0.034,-6.6,-0.5,-7.2,-0.1
chiozch012TM2020,Chris Chiozza,2TM2020,2020,NBA,Chris Chiozza,24,2TM,PG,28,2,401,12,0.499,0.514,0.036,0.024,0.116,0.069,0.294,0.025,0.009,0.184,0.181,0,0.4,0.5,0.055,-1.6,0.5,-1.2,0.1
chiozch01WAS2020,Chris Chiozza,WAS2020,2020,NBA,Chris Chiozza,24,WAS,PG,10,0,123,9.2,0.397,0.471,0,0,0.139,0.067,0.292,0.038,0.014,0.209,0.145,-0.1,0.1,0,-0.001,-3.6,2.2,-1.5,0
chiozch01BRK2020,Chris Chiozza,BRK2020,2020,NBA,Chris Chiozza,24,BRK,PG,18,2,278,13.2,0.531,0.528,0.047,0.034,0.106,0.071,0.295,0.019,0.006,0.175,0.197,0.2,0.3,0.5,0.08,-0.8,-0.3,-1.1,0.1
chrisma01GSW2020,Marquese Chriss,GSW2020,2020,NBA,Marquese Chriss,22,GSW,PF,59,21,1196,19.5,0.604,0.101,0.405,0.1,0.236,0.165,0.153,0.016,0.047,0.147,0.19,2.1,1.3,3.4,0.136,0,0.6,0.6,0.8
clarkbr01MEM2020,Brandon Clarke,MEM2020,2020,NBA,Brandon Clarke,23,MEM,PF,58,4,1300,20.9,0.663,0.134,0.234,0.076,0.201,0.14,0.095,0.011,0.032,0.094,0.187,3.4,1.6,5,0.183,2.4,0.7,3.1,1.7
clarkga012TM2020,Gary Clark,2TM2020,2020,NBA,Gary Clark,25,2TM,PF,42,5,567,10.7,0.568,0.835,0.075,0.068,0.14,0.103,0.041,0.005,0.034,0.068,0.11,0.7,0.5,1.2,0.1,-0.9,-0.9,-1.9,0
clarkga01HOU2020,Gary Clark,HOU2020,2020,NBA,Gary Clark,25,HOU,PF,18,0,212,11.8,0.564,0.864,0.119,0.054,0.145,0.099,0.077,0.004,0.028,0.031,0.125,0.4,0.2,0.5,0.123,0.3,-0.9,-0.6,0.1
clarkga01ORL2020,Gary Clark,ORL2020,2020,NBA,Gary Clark,25,ORL,SF,24,5,355,10.1,0.571,0.811,0.041,0.076,0.138,0.106,0.019,0.005,0.038,0.096,0.101,0.3,0.3,0.6,0.087,-1.7,-0.9,-2.6,-0.1
clarkjo012TM2020,Jordan Clarkson,2TM2020,2020,NBA,Jordan Clarkson,27,2TM,SG,71,2,1705,17.3,0.574,0.476,0.19,0.033,0.087,0.061,0.132,0.013,0.008,0.094,0.263,2.4,1,3.4,0.096,2.4,-1.3,1.1,1.3
clarkjo01CLE2020,Jordan Clarkson,CLE2020,2020,NBA,Jordan Clarkson,27,CLE,SG,29,0,666,18.6,0.581,0.488,0.264,0.035,0.081,0.058,0.17,0.012,0.01,0.097,0.259,1.4,0.1,1.5,0.107,4.1,-1.4,2.7,0.8
clarkjo01UTA2020,Jordan Clarkson,UTA2020,2020,NBA,Jordan Clarkson,27,UTA,SG,42,2,1039,16.5,0.569,0.47,0.146,0.032,0.091,0.063,0.108,0.014,0.006,0.092,0.267,1,0.9,1.9,0.089,1.3,-1.2,0,0.5
claxtni01BRK2020,Nic Claxton,BRK2020,2020,NBA,Nic Claxton,20,BRK,C,15,0,187,14.8,0.577,0.146,0.438,0.107,0.136,0.122,0.124,0.003,0.036,0.136,0.148,0.3,0.2,0.5,0.121,-0.7,0.1,-0.7,0.1
clemoch01HOU2020,Chris Clemons,HOU2020,2020,NBA,Chris Clemons,22,HOU,SG,33,0,291,13.1,0.548,0.754,0.077,0.014,0.094,0.054,0.143,0.014,0.018,0.115,0.236,0.1,0.2,0.4,0.058,0.3,-1.3,-1,0.1
clevean01DAL2020,Antonius Cleveland,DAL2020,2020,NBA,Antonius Cleveland,25,DAL,SG,11,0,46,2.5,0.34,0.214,0.357,0.046,0.113,0.08,0.028,0.011,0.056,0.11,0.169,-0.1,0,-0.1,-0.076,-9,-1,-10.1,-0.1
coffeam01LAC2020,Amir Coffey,LAC2020,2020,NBA,Amir Coffey,22,LAC,SG,18,1,159,8.5,0.493,0.352,0.204,0.027,0.076,0.052,0.123,0.015,0.011,0.12,0.176,0,0.2,0.1,0.041,-4.3,0.1,-4.1,-0.1
collijo01ATL2020,John Collins,ATL2020,2020,NBA,John Collins,22,ATL,PF,41,41,1363,23.5,0.659,0.243,0.248,0.09,0.24,0.164,0.076,0.011,0.041,0.101,0.227,3.8,1.2,4.9,0.174,3.7,-0.6,3.1,1.7
colliza01POR2020,Zach Collins,POR2020,2020,NBA,Zach Collins,22,POR,PF,11,11,290,9.9,0.538,0.279,0.118,0.091,0.157,0.124,0.072,0.008,0.015,0.164,0.125,0.2,0.1,0.3,0.052,-1.7,-1.4,-3.1,-0.1
conlemi01UTA2020,Mike Conley,UTA2020,2020,NBA,Mike Conley,32,UTA,PG,47,41,1363,14.1,0.537,0.451,0.245,0.028,0.092,0.061,0.231,0.013,0.003,0.128,0.231,1.4,1.1,2.5,0.089,0.7,-0.4,0.3,0.8
connapa01MIL2020,Pat Connaughton,MIL2020,2020,NBA,Pat Connaughton,27,MIL,SG,67,4,1243,11.5,0.565,0.551,0.133,0.051,0.168,0.113,0.109,0.009,0.022,0.14,0.123,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8
cookqu01LAL2020,Quinn Cook,LAL2020,2020,NBA,Quinn Cook,26,LAL,PG,44,1,508,10,0.509,0.397,0.065,0.024,0.085,0.055,0.138,0.011,0.004,0.13,0.21,-0.2,0.5,0.3,0.03,-2.3,-1.4,-3.8,-0.2
cookty012TM2020,Tyler Cook,2TM2020,2020,NBA,Tyler Cook,22,2TM,PF,13,0,54,19.4,0.741,0,0.667,0.123,0.166,0.144,0.029,0.027,0,0.162,0.147,0.2,0,0.2,0.182,0.3,-0.5,-0.2,0
cookty01CLE2020,Tyler Cook,CLE2020,2020,NBA,Tyler Cook,22,CLE,PF,11,0,35,23.9,0.752,0,0.6,0.126,0.192,0.159,0.045,0.014,0,0.073,0.167,0.2,0,0.2,0.244,2.9,-0.6,2.3,0
cookty01DEN2020,Tyler Cook,DEN2020,2020,NBA,Tyler Cook,22,DEN,SF,2,0,19,11.3,0.694,0,1,0.118,0.118,0.118,0,0.052,0,0.41,0.112,0,0,0,0.069,-4.4,-0.4,-4.8,0
covinro012TM2020,Robert Covington,2TM2020,2020,NBA,Robert Covington,29,2TM,C,70,68,2137,13.3,0.559,0.664,0.172,0.03,0.202,0.114,0.059,0.025,0.037,0.117,0.17,0.7,3,3.7,0.083,-1.2,1.3,0,1.1
