team_id,season,league,team,abbreviation,playoffs,games,minutes_played,fg_per_100_poss,fga_per_100_poss,fg_percent,made_3_per_100poss,attempted_3p_per_100poss,three_point_percent,made_2p_per_100poss,attempted_2p_per_100poss,two_point_percent,ft_per_100poss,fta_per_100poss,ft_percent,orb_per_100poss,drb_per_100poss,trb_per_100poss,ast_per_100poss,stl_per_100poss,blk_per_100poss,tov_per_100poss,pf_per_100poss,pts_per_100poss
SAC1993,1993,NBA,Sacramento Kings,SAC,FALSE,82,19780,40.4,87.4,0.463,3.2,9.5,0.332,37.3,78,0.478,22.5,29.5,0.762,13.7,27.5,41.1,25,9.2,4.2,16.4,25.1,106.5
SAS1993,1993,NBA,San Antonio Spurs,SAS,TRUE,82,19855,41.9,85.7,0.49,3,8.8,0.341,39,76.9,0.507,22.7,29.7,0.765,11.6,32.2,43.8,25.5,7.4,6.5,15.5,23.4,109.6
SEA1993,1993,NBA,Seattle SuperSonics,SEA,TRUE,82,19780,43.9,90.2,0.486,2.8,7.7,0.357,41.1,82.5,0.498,21.7,28.5,0.761,15.4,28.5,43.9,24.1,11.9,5.2,16,24.9,112.3
UTA1993,1993,NBA,Utah Jazz,UTA,TRUE,82,19755,42,85.9,0.489,1.6,5.2,0.314,40.3,80.7,0.5,24,31.3,0.766,13.1,31,44.1,27.4,9.4,4.3,16,24.7,109.6
WSB1993,1993,NBA,Washington Bullets,WSB,FALSE,82,19805,41,87.6,0.467,2.2,7.2,0.301,38.8,80.5,0.482,19.5,26.1,0.748,12.8,28.7,41.5,26.2,8.3,4.5,16.4,22.3,103.6
ATL1992,1992,NBA,Atlanta Hawks,ATL,FALSE,82,19905,43,92.1,0.467,2.6,8.3,0.313,40.4,83.9,0.482,18.7,25.6,0.731,15.9,30.8,46.7,26.2,9.8,3.9,15.5,21.8,107.3
BOS1992,1992,NBA,Boston Celtics,BOS,TRUE,82,19780,44.9,91.2,0.492,1.4,4.5,0.306,43.5,86.6,0.502,19.6,24.3,0.808,13.9,32.7,46.6,26.2,8.1,6.1,14.8,21.4,110.8
CHH1992,1992,NBA,Charlotte Hornets,CHH,FALSE,82,19805,43.1,90.2,0.477,1.4,4.4,0.317,41.7,85.8,0.486,19.5,25.8,0.755,13.9,28.2,42.1,27.2,9.8,3.7,15.2,21.7,107.1
CHI1992,1992,NBA,Chicago Bulls,CHI,TRUE,82,19830,46.7,91.9,0.508,1.8,5.8,0.304,44.9,86.1,0.522,20.3,27.3,0.744,15,31.3,46.3,29.2,8.6,6.2,13.9,21.7,115.5
CLE1992,1992,NBA,Cleveland Cavaliers,CLE,TRUE,82,19805,43.7,89.6,0.488,3.2,9,0.357,40.5,80.6,0.502,23.2,28.8,0.805,13.3,31.3,44.5,28.8,7.9,7.9,13.7,19.9,113.9
DAL1992,1992,NBA,Dallas Mavericks,DAL,FALSE,82,19755,40.2,91.4,0.439,3.4,10.3,0.336,36.7,81.2,0.452,19.3,25.7,0.75,15.4,31.4,46.8,21,6.9,4.5,15.5,24,103
DEN1992,1992,NBA,Denver Nuggets,DEN,FALSE,82,19780,40.2,90.9,0.442,1.6,5.1,0.301,38.6,85.7,0.45,18.8,25.4,0.738,16.6,29,45.6,19.1,9.5,5.7,17.8,24.4,100.7
DET1992,1992,NBA,Detroit Pistons,DET,TRUE,82,19780,42.3,91,0.465,2.2,7,0.314,40.1,84,0.477,20.7,27.9,0.743,16,32.1,48.1,25.2,7.2,4.7,16.1,21.8,107.5
GSW1992,1992,NBA,Golden State Warriors,GSW,TRUE,82,19880,44,86.7,0.507,3,8.9,0.333,41,77.8,0.527,22.7,30.4,0.746,13.3,27.7,41,24.1,10,4.4,15.8,23.9,113.6
HOU1992,1992,NBA,Houston Rockets,HOU,FALSE,82,19880,41.5,87.5,0.475,4.2,12.2,0.343,37.4,75.3,0.496,18.9,25.6,0.738,13.6,30.9,44.5,26.1,8.3,7.2,17.5,22.5,106.2
IND1992,1992,NBA,Indiana Pacers,IND,TRUE,82,19955,42.5,86,0.494,4,11.4,0.354,38.5,74.6,0.516,22.7,28.7,0.79,13.2,31.2,44.3,29.1,8.6,4.8,17,26,111.7
LAC1992,1992,NBA,Los Angeles Clippers,LAC,TRUE,82,19830,42,88.7,0.473,1.8,6.3,0.289,40.2,82.4,0.487,20.1,27.9,0.72,14.2,30,44.2,25.7,10.3,6.2,15.9,23.5,105.8
LAL1992,1992,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,41.7,91.3,0.456,1.6,5.8,0.267,40.1,85.5,0.469,22.8,29.8,0.766,15.1,28.7,43.9,23.6,9.9,5.2,14.3,20.2,107.7
MIA1992,1992,NBA,Miami Heat,MIA,TRUE,82,19830,40.3,87.5,0.461,3.2,9.3,0.342,37.2,78.2,0.475,22.8,28.9,0.79,14.7,29.3,44,21.7,8.3,4.6,17.1,22.5,106.7
MIL1992,1992,NBA,Milwaukee Bucks,MIL,FALSE,82,19880,42,91.2,0.46,4.7,12.7,0.369,37.3,78.5,0.475,20.2,26.6,0.759,16.4,27.5,43.8,25.5,10.9,4,17.1,24.1,108.8
MIN1992,1992,NBA,Minnesota Timberwolves,MIN,FALSE,82,19805,42.9,93.6,0.458,1.6,5,0.32,41.3,88.6,0.466,17.6,23.7,0.743,14.9,27.6,42.5,25.8,7.9,6.7,14.7,23.8,105
NJN1992,1992,NBA,New Jersey Nets,NJN,TRUE,82,19780,43,93.9,0.458,2.8,8.3,0.334,40.2,85.6,0.47,18.2,24.9,0.732,18.7,29.6,48.3,24,9.1,7.6,17.2,22.7,107
NYK1992,1992,NBA,New York Knicks,NYK,TRUE,82,19855,43.1,90.3,0.477,2.6,8,0.325,40.5,82.3,0.492,19.5,26.6,0.734,15.4,32.4,47.8,27.7,8.2,5,16.2,24.8,108.3
ORL1992,1992,NBA,Orlando Magic,ORL,FALSE,82,19705,40,88.2,0.453,2.4,7.6,0.324,37.6,80.7,0.466,21,28.2,0.746,14.5,28.9,43.5,22.3,8,4.6,17.3,24.6,103.5
PHI1992,1992,NBA,Philadelphia 76ers,PHI,FALSE,82,19755,41.3,87.6,0.471,2.9,8.8,0.334,38.4,78.8,0.487,22.8,29.4,0.775,13.7,29.9,43.6,22.7,9,6.2,16,20.5,108.3
PHO1992,1992,NBA,Phoenix Suns,PHO,TRUE,82,19805,43.3,88.1,0.492,2.8,7.3,0.381,40.6,80.8,0.502,22.7,29.2,0.776,13.3,31.2,44.5,26.9,8.2,7.1,15.1,22.6,112.1
POR1992,1992,NBA,Portland Trail Blazers,POR,TRUE,82,19880,42.4,89.7,0.473,4,11.5,0.344,38.4,78.2,0.492,22.7,30,0.754,15.8,31.1,46.9,25.2,9.2,5,16.2,24.2,111.4
SAC1992,1992,NBA,Sacramento Kings,SAC,FALSE,82,19830,40.7,87.4,0.466,2.9,8.2,0.353,37.8,79.2,0.477,19.6,26.3,0.747,12.8,28.6,41.4,23.8,8.8,7.5,16.5,21.4,103.9
SAS1992,1992,NBA,San Antonio Spurs,SAS,TRUE,82,19780,42.6,89.4,0.476,1.5,5.1,0.292,41.1,84.3,0.487,20.8,28.3,0.736,15.5,32.2,47.7,25.4,9.2,7.7,16.5,22.7,107.5
SEA1992,1992,NBA,Seattle SuperSonics,SEA,TRUE,82,19855,42.8,90.3,0.474,2.6,8.2,0.317,40.2,82.1,0.49,22.5,28.7,0.783,16.2,28.6,44.9,23.8,9.8,5.7,16.8,24.7,110.7
UTA1992,1992,NBA,Utah Jazz,UTA,TRUE,82,19880,42.7,86.8,0.492,2,5.8,0.345,40.7,81,0.503,24.8,31.5,0.788,13.9,32.2,46,27.7,9,5.7,16,22.1,112.2
WSB1992,1992,NBA,Washington Bullets,WSB,FALSE,82,19855,41.6,90.3,0.461,1.8,6.6,0.272,39.8,83.7,0.476,18.8,24.2,0.778,13.2,29,42.2,24.9,8.8,5.2,15.5,22.9,103.9
ATL1991,1991,NBA,Atlanta Hawks,ATL,TRUE,82,19755,41.3,89,0.464,3.3,10.3,0.324,37.9,78.7,0.482,25.1,31.3,0.8,15.2,29.8,45,23,9,4.6,15.2,21.8,110.9
BOS1991,1991,NBA,Boston Celtics,BOS,TRUE,82,19805,45.5,88.8,0.512,1.3,4.3,0.315,44.1,84.5,0.522,20.3,24.6,0.824,13.4,33.2,46.6,26.6,8.3,7,16.2,20.9,112.6
CHH1991,1991,NBA,Charlotte Hornets,CHH,FALSE,82,19805,40.9,87.6,0.467,1.6,5.2,0.314,39.3,82.4,0.477,21.5,27.6,0.779,12.8,27.4,40.2,25.2,9.5,3.8,16.1,24.2,105
CHI1991,1991,NBA,Chicago Bulls,CHI,TRUE,82,19755,46.1,90.5,0.51,2,5.4,0.366,44.2,85.1,0.519,20.4,26.8,0.76,14.6,29.8,44.3,28.1,10.4,5.6,15,22.2,114.6
CLE1991,1991,NBA,Cleveland Cavaliers,CLE,FALSE,82,19830,41.5,87.2,0.475,2,6.1,0.334,39.4,81.1,0.486,21.2,27.7,0.765,12.9,29.6,42.5,28.5,8.2,5.7,16.3,21.3,106.1
DAL1991,1991,NBA,Dallas Mavericks,DAL,FALSE,82,19805,41.8,88.7,0.471,2.5,7.7,0.322,39.3,81,0.485,19.5,25.6,0.761,12.7,30.4,43,23.4,7.5,5.1,15.3,23.7,105.5
DEN1991,1991,NBA,Denver Nuggets,DEN,FALSE,82,19730,41.7,94.9,0.44,3.2,11.3,0.283,38.5,83.6,0.461,18.5,24.2,0.763,16.3,27.1,43.3,21.5,9.2,4.3,14.3,23.9,105.2
DET1991,1991,NBA,Detroit Pistons,DET,TRUE,82,19805,42.1,90.6,0.465,1.7,5.8,0.298,40.4,84.8,0.476,22.2,29.2,0.763,15.9,32.3,48.2,24.1,6.4,4.8,15.6,24.6,108.2
GSW1991,1991,NBA,Golden State Warriors,GSW,TRUE,82,19805,41.7,85.9,0.485,3.2,9.4,0.337,38.6,76.6,0.504,25.3,32.3,0.783,13,27,40,22.9,9.4,4.4,15.9,25.8,111.9
HOU1991,1991,NBA,Houston Rockets,HOU,TRUE,82,19855,41.8,89.4,0.467,3.9,12.1,0.32,37.9,77.3,0.49,20,27,0.741,15.6,30.8,46.4,23.4,9.8,5,17.2,23,107.4
IND1991,1991,NBA,Indiana Pacers,IND,TRUE,82,19805,42.1,85.3,0.493,3,9.1,0.332,39,76.2,0.513,24.5,30.2,0.811,12.4,29,41.4,26.6,8,4.4,16.5,25.5,111.7
LAC1991,1991,NBA,Los Angeles Clippers,LAC,FALSE,82,19805,41.1,88.8,0.464,1.4,5.3,0.26,39.8,83.5,0.476,19.4,27.6,0.702,15.1,30.3,45.5,25.7,8.8,6.2,17.4,24.8,103
LAL1991,1991,NBA,Los Angeles Lakers,LAL,TRUE,82,19830,43,88.9,0.484,2.9,9.6,0.304,40.1,79.3,0.505,23.2,29.1,0.798,13.9,31.4,45.2,26.9,8.3,4.9,15.5,19.6,112.1
MIA1991,1991,NBA,Miami Heat,MIA,FALSE,82,19780,40.1,87.3,0.459,1.7,5.7,0.302,38.4,81.6,0.47,20.2,28.2,0.715,15.1,28.1,43.2,23.3,9.2,4.7,19,25.4,102
MIL1991,1991,NBA,Milwaukee Bucks,MIL,TRUE,82,19855,42,87.4,0.48,3.2,9.5,0.341,38.7,77.9,0.497,22.6,28.2,0.801,13.6,27.2,40.8,26.1,11.2,4.1,16.6,25.6,109.7
MIN1991,1991,NBA,Minnesota Timberwolves,MIN,FALSE,82,19905,42.6,95,0.449,1.4,5,0.283,41.2,90,0.458,20,27.2,0.735,16.7,27.6,44.2,24.6,9.3,5.7,13.9,24.3,106.7
NJN1991,1991,NBA,New Jersey Nets,NJN,FALSE,82,19830,40.4,91,0.444,2,7.1,0.275,38.4,83.8,0.458,20.2,27.4,0.739,17.1,28.6,45.7,21.7,9.1,7.3,17.4,23.8,102.9
NYK1991,1991,NBA,New York Knicks,NYK,TRUE,82,19955,41.9,86.4,0.485,2.3,7.1,0.332,39.6,79.3,0.499,20.9,27.2,0.77,13.3,30.9,44.2,27.5,8.1,5.3,17.5,22.3,107.1
ORL1991,1991,NBA,Orlando Magic,ORL,FALSE,82,19780,40.2,88.5,0.455,3.3,9.2,0.358,36.9,79.3,0.466,22.2,29.8,0.743,15,29.6,44.7,22.1,7.3,3.7,17,24.1,105.9
PHI1991,1991,NBA,Philadelphia 76ers,PHI,TRUE,82,20080,41.1,86.5,0.475,2.4,7.7,0.316,38.6,78.8,0.491,23.3,29.5,0.79,12.3,31.2,43.5,22.8,8.5,6,15.4,20.3,107.9
PHO1991,1991,NBA,Phoenix Suns,PHO,TRUE,82,19730,43,86.7,0.496,1.7,5.2,0.319,41.4,81.5,0.508,24.9,32.3,0.77,13.6,31.3,44.9,26.6,8.3,6.4,15.7,22.3,112.6
POR1991,1991,NBA,Portland Trail Blazers,POR,TRUE,82,19905,42.9,88.4,0.485,4.1,10.8,0.377,38.8,77.5,0.501,22.9,30.4,0.753,14.4,30.7,45.1,27,8.7,4.9,15.7,23.7,112.8
SAC1991,1991,NBA,Sacramento Kings,SAC,FALSE,82,19705,39.7,87.7,0.453,2.8,7.4,0.374,36.9,80.3,0.46,19.8,27.1,0.732,13.2,28.5,41.7,25.6,8.1,6.6,16.4,26.7,102
SAS1991,1991,NBA,San Antonio Spurs,SAS,TRUE,82,19830,41.9,85.8,0.488,1,3.6,0.273,40.9,82.2,0.497,23.1,30.2,0.766,13.9,32.6,46.5,26.3,8.2,7,17.7,23.3,107.8
SEA1991,1991,NBA,Seattle SuperSonics,SEA,TRUE,82,19880,43.9,89.3,0.492,1.7,5.4,0.319,42.2,84,0.503,20.2,26.9,0.75,15.3,27.3,42.6,25.6,10.8,4.8,17.6,24.8,109.7
UTA1991,1991,NBA,Utah Jazz,UTA,TRUE,82,19780,40.9,83.3,0.492,1.9,5.8,0.323,39.1,77.4,0.504,24.9,31.5,0.789,11,31.5,42.6,28.2,8.3,5.7,16.6,22.9,108.6
WSB1991,1991,NBA,Washington Bullets,WSB,FALSE,82,19855,42,90.1,0.466,0.7,3.5,0.194,41.3,86.5,0.478,18.3,25.1,0.729,14.5,29.6,44.2,25.8,7.3,5.8,16.8,23.9,103
ATL1990,1990,NBA,Atlanta Hawks,ATL,FALSE,82,19730,43.4,89.1,0.487,1.6,5.2,0.302,41.8,83.9,0.498,24.7,32.3,0.764,16.2,27.8,43.9,23.1,9.1,4.5,16.1,23.7,113
BOS1990,1990,NBA,Boston Celtics,BOS,TRUE,82,19705,44.2,88.7,0.498,1.3,5,0.262,42.9,83.7,0.513,22.2,26.7,0.832,13.2,33.6,46.8,30.1,6.7,5.6,15.6,21.3,112
CHH1990,1990,NBA,Charlotte Hornets,CHH,FALSE,82,19755,40.5,89,0.455,2.5,7.6,0.336,38,81.4,0.466,18.4,24.4,0.756,11.9,27.4,39.3,25.8,9.6,3.2,15.2,23.4,102
CHI1990,1990,NBA,Chicago Bulls,CHI,TRUE,82,19830,44.2,88.7,0.498,3.1,8.4,0.374,41.1,80.3,0.511,20.8,26.8,0.778,13.5,28.5,42,27.2,10.2,4.9,15.6,23.8,112.3
CLE1990,1990,NBA,Cleveland Cavaliers,CLE,TRUE,82,19880,40.8,88.7,0.461,4.4,10.8,0.407,36.5,77.9,0.468,20.8,28,0.744,14.3,30.2,44.6,26.8,8.2,6.5,15.8,21.2,106.9
DAL1990,1990,NBA,Dallas Mavericks,DAL,TRUE,82,19855,41.5,87.4,0.475,2,6.2,0.323,39.5,81.2,0.487,22.2,28.9,0.767,13.3,30.9,44.3,22.7,8.5,5.1,15.7,22.2,107.2
DEN1990,1990,NBA,Denver Nuggets,DEN,TRUE,82,19805,42.7,92.2,0.464,2.6,7.8,0.337,40.1,84.4,0.475,20,25.3,0.789,13.4,29.1,42.6,26.2,9.4,3.8,13.1,23.5,108
DET1990,1990,NBA,Detroit Pistons,DET,TRUE,82,19805,42.8,89.6,0.478,2.3,6.9,0.327,40.5,82.7,0.49,22,28.9,0.761,15.2,31.6,46.8,25.6,6.6,5.4,15.8,25.2,109.9
GSW1990,1990,NBA,Golden State Warriors,GSW,FALSE,82,19705,40.1,82.9,0.484,2.8,8.6,0.324,37.3,74.3,0.503,26.6,32.9,0.809,10.5,27.4,38,22.7,8.7,5.6,16.3,23.1,109.6
HOU1990,1990,NBA,Houston Rockets,HOU,TRUE,82,19805,41.7,86.9,0.48,1.8,5.9,0.312,39.9,81,0.493,19.6,27.2,0.72,14.6,31.6,46.2,26.3,9.7,6.6,18.1,23.2,104.8
IND1990,1990,NBA,Indiana Pacers,IND,TRUE,82,19880,42.1,84.7,0.497,3.7,9.6,0.382,38.4,75.1,0.511,23.7,29.1,0.816,11.7,29.7,41.4,25.2,6.9,4.4,16.7,24.5,111.5
LAC1990,1990,NBA,Los Angeles Clippers,LAC,FALSE,82,19805,40.6,83.7,0.484,0.7,2.8,0.243,39.9,80.9,0.493,22.2,30,0.738,12.9,28.9,41.8,24.2,9.6,6.2,18.9,22.7,104
LAL1990,1990,NBA,Los Angeles Lakers,LAL,TRUE,82,19855,43.1,88,0.49,3.9,10.6,0.367,39.2,77.4,0.507,23.9,30.3,0.787,13.8,30.9,44.6,28,8.2,5.6,15.4,21.8,114
MIA1990,1990,NBA,Miami Heat,MIA,FALSE,82,19730,40.7,88.5,0.461,1.1,3.6,0.293,39.7,84.9,0.468,16.8,24.4,0.687,15,27.9,42.8,23.6,8.9,4.7,18.8,25.6,99.3
MIL1990,1990,NBA,Milwaukee Bucks,MIL,TRUE,82,19830,41.7,88.2,0.473,2.6,8.3,0.312,39.1,79.9,0.49,21.3,28.1,0.758,13.7,27.7,41.4,25.3,10.2,4,16.2,25.8,107.3
MIN1990,1990,NBA,Minnesota Timberwolves,MIN,FALSE,82,19855,40.7,91.3,0.446,1,3.9,0.248,39.7,87.4,0.455,21.2,28.4,0.747,15.9,27.2,43.1,24.5,10.5,4.6,15.9,25.2,103.6
NJN1990,1990,NBA,New Jersey Nets,NJN,FALSE,82,19705,38.7,91,0.426,1.7,6.2,0.277,37,84.8,0.437,21.5,28.8,0.746,16.7,28.5,45.2,18.1,9.5,5.9,16.7,23.9,100.7
NYK1990,1990,NBA,New York Knicks,NYK,TRUE,82,19830,42.3,87.4,0.484,2.9,8.7,0.332,39.4,78.6,0.501,21.9,28.9,0.756,14.6,29.9,44.5,26.4,8.8,6.1,17.4,22.5,109.4
ORL1990,1990,NBA,Orlando Magic,ORL,FALSE,82,19805,40.2,87.6,0.459,1.3,4.6,0.295,38.9,83,0.468,24,31.7,0.756,15.2,28.7,43.9,23.2,7.2,3.4,16.4,23,105.8
PHI1990,1990,NBA,Philadelphia 76ers,PHI,TRUE,82,19805,43.2,88.2,0.489,2.4,6.8,0.348,40.8,81.4,0.501,24.8,31.5,0.788,13.9,30.2,44.2,24.3,8.6,4.6,15.2,21.3,113.5
PHO1990,1990,NBA,Phoenix Suns,PHO,TRUE,82,19855,42.6,85.7,0.496,2.1,6.5,0.324,40.4,79.2,0.511,25.9,32.6,0.795,12.6,31.8,44.5,25.3,8,6,15.3,21.9,113.1
POR1990,1990,NBA,Portland Trail Blazers,POR,TRUE,82,19880,42.2,89.1,0.473,2.2,6.7,0.336,39.9,82.4,0.484,24,32.3,0.743,16,30.1,46.1,24.6,8.8,4.3,16,24.2,110.5
SAC1990,1990,NBA,Sacramento Kings,SAC,FALSE,82,19755,41.5,88.6,0.468,2.7,8.2,0.333,38.8,80.5,0.482,19,24.7,0.771,12,29.7,41.6,25.8,6.9,4.9,15.6,23.4,104.8
SAS1990,1990,NBA,San Antonio Spurs,SAS,TRUE,82,19730,41.9,86.4,0.484,0.7,2.8,0.239,41.2,83.6,0.492,23.3,31.3,0.745,14.4,30.6,44.9,25.2,9.9,6.8,17.3,22.9,107.7
SEA1990,1990,NBA,Seattle SuperSonics,SEA,FALSE,82,19905,43.8,91.6,0.479,2.9,8.2,0.355,40.9,83.4,0.491,20.3,27.4,0.741,16.7,28.5,45.3,23.7,8.9,4.2,16.9,26.1,110.9
UTA1990,1990,NBA,Utah Jazz,UTA,TRUE,82,19830,41.9,83,0.505,2.8,7.9,0.359,39.1,75.1,0.521,23.6,31.3,0.754,12,31.5,43.5,27.9,8.5,6.2,17.8,25.6,110.3
WSB1990,1990,NBA,Washington Bullets,WSB,FALSE,82,19830,43.8,92.3,0.475,0.5,2.4,0.188,43.4,89.9,0.482,19.5,25.5,0.764,14.6,29.8,44.4,27,6.8,5.2,14.6,23.5,107.5
ATL1989,1989,NBA,Atlanta Hawks,ATL,TRUE,82,19805,42,89.1,0.472,1.4,4.9,0.277,40.7,84.2,0.483,26.7,33.4,0.8,16.9,28.5,45.4,24.5,10.1,5.8,16.1,23.2,112.2
BOS1989,1989,NBA,Boston Celtics,BOS,TRUE,82,19780,43.5,88.3,0.493,1,3.8,0.252,42.6,84.5,0.504,22.8,29,0.783,14.6,30.2,44.8,27.1,7.9,5.2,16.5,23.2,110.8
CHH1989,1989,NBA,Charlotte Hornets,CHH,FALSE,82,19780,41.5,89.9,0.461,1.6,5.2,0.312,39.8,84.7,0.47,19.1,24.9,0.767,13.8,26.6,40.4,28.1,8.5,3.2,15.9,25,103.7
CHI1989,1989,NBA,Chicago Bulls,CHI,TRUE,82,19780,43.1,87.2,0.495,2.2,6.6,0.328,41,80.5,0.509,20.7,26.3,0.786,12.7,30.7,43.4,27.7,9,4.7,16.6,23.2,109.1
CLE1989,1989,NBA,Cleveland Cavaliers,CLE,TRUE,82,19755,43,85.6,0.502,2.1,5.9,0.359,40.9,79.7,0.513,22.6,30.2,0.747,12.8,30.7,43.5,28,9.8,7.3,16.4,19.7,110.6
DAL1989,1989,NBA,Dallas Mavericks,DAL,FALSE,82,19780,41.1,87.6,0.469,2.7,8.6,0.31,38.4,78.9,0.486,22.6,28.6,0.789,13.3,30.3,43.6,23.6,7.3,6,15.6,22,107.4
DEN1989,1989,NBA,Denver Nuggets,DEN,TRUE,82,19880,42.8,91.4,0.468,2.6,7.6,0.337,40.3,83.8,0.48,20.4,26,0.787,13.5,28.2,41.8,25.6,9.1,4.9,13.8,23.4,108.6
DET1989,1989,NBA,Detroit Pistons,DET,TRUE,82,19830,43,87.2,0.494,1.5,5.1,0.3,41.5,82.1,0.505,23.2,30.2,0.769,14.6,32.3,46.9,25.7,6.6,5.1,16.9,24.6,110.8
GSW1989,1989,NBA,Golden State Warriors,GSW,TRUE,82,19905,41.9,89.6,0.468,2.2,7.1,0.308,39.7,82.6,0.481,21.4,26.8,0.799,14.9,28.8,43.6,22.6,9.3,7.2,16.7,21.9,107.4
HOU1989,1989,NBA,Houston Rockets,HOU,TRUE,82,19855,40.5,85.5,0.474,1.9,6.2,0.314,38.6,79.3,0.487,22.7,30,0.755,14.4,30.3,44.7,23.9,9.4,6,18.6,24.1,105.7
IND1989,1989,NBA,Indiana Pacers,IND,FALSE,82,19855,41.3,84.6,0.487,2.5,7.5,0.328,38.8,77.1,0.503,21.9,27.7,0.789,13,30.4,43.4,24.5,6.9,5.1,18.9,25.7,106.8
LAC1989,1989,NBA,Los Angeles Clippers,LAC,FALSE,82,19855,40.8,86,0.475,0.6,2.7,0.231,40.2,83.3,0.483,18.6,25.7,0.723,13.4,27.6,41,25.6,9.4,6.1,19.3,22.4,100.8
LAL1989,1989,NBA,Los Angeles Lakers,LAL,TRUE,82,19805,43.4,86.4,0.502,2.7,8.1,0.34,40.6,78.4,0.518,24.3,30.3,0.802,13.2,31.6,44.8,27.6,8.8,5.1,16.3,20.2,113.8
MIA1989,1989,NBA,Miami Heat,MIA,FALSE,82,19855,39.3,86.8,0.453,1.2,3.6,0.326,38.1,83.2,0.458,18,25.7,0.702,16,27,42.9,23.9,9.1,5,21.1,25.9,97.8
MIL1989,1989,NBA,Milwaukee Bucks,MIL,TRUE,82,19755,41.9,88.3,0.474,2.2,7,0.316,39.7,81.3,0.488,24.1,29.4,0.821,14,28,42,25.5,10.1,4,16.1,24.1,110.1
NJN1989,1989,NBA,New Jersey Nets,NJN,FALSE,82,19805,40.4,87.5,0.461,2.3,6.9,0.329,38.1,80.6,0.473,20,27.4,0.731,14.6,29.3,43.9,21.7,9.4,5.2,17.5,23.8,103
NYK1989,1989,NBA,New York Knicks,NYK,TRUE,82,19805,43,88.4,0.486,4.5,13.3,0.337,38.5,75,0.513,20.7,27.5,0.752,15.3,26.3,41.6,24.2,10.4,5.2,18.3,23.8,111.1
PHI1989,1989,NBA,Philadelphia 76ers,PHI,TRUE,82,19780,43.1,88.7,0.486,2.5,8,0.316,40.6,80.7,0.503,24.3,30.8,0.787,14.1,29,43.1,26,8.5,4.4,14.9,21.2,113
PHO1989,1989,NBA,Phoenix Suns,PHO,TRUE,82,19755,43.6,87.7,0.498,2,5.6,0.349,41.7,82.1,0.508,23.8,30.2,0.791,12.7,30.4,43.2,26.5,8.1,4.8,14.9,22.5,113.1
POR1989,1989,NBA,Portland Trail Blazers,POR,TRUE,82,19830,43,90.8,0.474,2.5,7.5,0.335,40.5,83.3,0.487,20.8,28.1,0.74,16.1,27.7,43.8,25.8,9.6,4.5,16.7,23.6,109.4
SAC1989,1989,NBA,Sacramento Kings,SAC,FALSE,82,19780,40.6,88.8,0.457,3.7,10,0.373,36.9,78.8,0.468,19.6,25.4,0.77,13.8,29.6,43.4,23.8,7.5,4.9,16.5,22.7,104.5
SAS1989,1989,NBA,San Antonio Spurs,SAS,FALSE,82,19755,40.5,86.4,0.468,0.7,3.4,0.215,39.7,83,0.479,19.3,27.6,0.698,15.1,25.4,40.5,23.8,11.2,4.9,20,25.1,100.9
SEA1989,1989,NBA,Seattle SuperSonics,SEA,TRUE,82,19780,43.2,90.7,0.477,3.6,9.4,0.379,39.7,81.3,0.488,21.5,28.8,0.746,16.9,27.1,44.1,25.3,10.5,6,17,24.6,111.5
UTA1989,1989,NBA,Utah Jazz,UTA,TRUE,82,19730,39.5,81.9,0.482,1.4,4.7,0.3,38.1,77.2,0.494,26.2,34,0.77,13,32.4,45.4,26.2,8.9,7.2,19,23.5,106.6
WSB1989,1989,NBA,Washington Bullets,WSB,FALSE,82,19855,42.2,91,0.464,0.6,2.9,0.214,41.6,88.1,0.472,21.4,27.8,0.772,15,28.2,43.2,24.5,8.3,3.9,15.5,24.6,106.4
ATL1988,1988,NBA,Atlanta Hawks,ATL,TRUE,82,19780,43.3,89.4,0.485,1.1,3.6,0.301,42.3,85.9,0.492,23.6,30.7,0.767,15.5,30,45.4,26,8,6.8,15.4,25.8,111.3
BOS1988,1988,NBA,Boston Celtics,BOS,TRUE,82,19780,44.6,85.5,0.521,3.4,8.7,0.384,41.2,76.8,0.537,22.9,28.5,0.803,11.5,30.2,41.8,30.3,7.7,5.1,16.2,22.3,115.4
CHI1988,1988,NBA,Chicago Bulls,CHI,TRUE,82,19855,43.5,88.8,0.49,0.7,3.1,0.23,42.8,85.7,0.499,21.3,28.1,0.759,14.8,31.1,46,27.2,9,6,16,23.4,109
CLE1988,1988,NBA,Cleveland Cavaliers,CLE,TRUE,82,19780,41.3,84.2,0.49,1.6,4.2,0.378,39.7,80,0.496,22.6,30.4,0.744,12.7,28.5,41.2,25.8,9.1,6.6,17.9,22.9,106.8
DAL1988,1988,NBA,Dallas Mavericks,DAL,TRUE,82,19755,42.7,90.1,0.475,1.9,6.6,0.293,40.8,83.5,0.489,24.8,31.4,0.789,16.8,31.2,48,24.8,8.1,5.6,15.7,21.7,112.2
DEN1988,1988,NBA,Denver Nuggets,DEN,TRUE,82,19780,43.4,91.6,0.474,2.2,6.5,0.342,41.2,85.1,0.484,21.2,26.3,0.804,13.4,28.1,41.5,26.5,9.6,4.6,13.6,22.8,110.1
