player_id,team_id,season,league,player,age,team,position,games,games_started,minutes_played,fg_per_100_poss,fga_per_100_poss,fg_percent,made_3_per_100poss,attempted_3p_per_100poss,three_point_percent,made_2p_per_100poss,attempted_2p_per_100poss,two_point_percent,effective_fg_percent,ft_per_100poss,fta_per_100poss,ft_percent,orb_per_100poss,drb_per_100poss,trb_per_100poss,ast_per_100poss,stl_per_100poss,blk_per_100poss,tov_per_100poss,pf_per_100poss,pts_per_100poss,offensive_rtg,defensive_rtg
hairspj02MEM2016,MEM2016,2016,NBA,P.J. Hairston,23,MEM,SF,18,9,375,6.3,18.1,0.348,2.2,9.5,0.232,4.1,8.6,0.476,0.409,2.2,3,0.727,1,5.4,6.3,1.2,1.1,0.5,2.3,4.3,17,86,111
hamiljo02NOP2016,NOP2016,2016,NBA,Jordan Hamilton,25,NOP,SF,11,4,304,8,18.9,0.422,2.1,7.3,0.289,5.9,11.6,0.507,0.478,2.3,3.4,0.667,2,8.2,10.1,4.1,1.3,0.5,2.8,3.9,20.4,98,110
hansbty01CHO2016,CHO2016,2016,NBA,Tyler Hansbrough,30,CHO,PF,44,0,343,4.7,10.4,0.451,0.3,0.4,0.667,4.4,9.9,0.441,0.465,5.6,9.5,0.585,5.9,7.2,13,1.2,1.8,1,1.8,8,15.2,113,104
hardati02ATL2016,ATL2016,2016,NBA,Tim Hardaway Jr.,23,ATL,SG,51,1,864,6.5,15.2,0.43,2.7,8.1,0.338,3.8,7,0.537,0.521,2.9,3.2,0.893,0.4,4.5,4.9,2.9,1.2,0.4,1.3,2.7,18.6,110,106
hardeja01HOU2016,HOU2016,2016,NBA,James Harden,26,HOU,SG,82,82,3125,11.2,25.4,0.439,3.7,10.3,0.359,7.5,15.1,0.494,0.512,11.3,13.2,0.86,1,6.9,7.9,9.6,2.2,0.8,5.9,3.6,37.4,115,108
harklma01POR2016,POR2016,2016,NBA,Maurice Harkless,22,POR,SF,78,14,1457,6.7,14.1,0.474,1.3,4.8,0.279,5.4,9.3,0.576,0.522,2.4,3.8,0.622,3.5,6.1,9.6,2.3,1.7,1.2,2.1,4.3,17.1,110,108
harpeju01DET2016,DET2016,2016,NBA,Justin Harper,26,DET,PF,5,0,35,5.8,14.4,0.4,5.8,13,0.444,0,1.4,0,0.6,1.4,2.9,0.5,0,1.4,1.4,0,1.4,0,2.9,4.3,18.7,100,110
harremo01HOU2016,HOU2016,2016,NBA,Montrezl Harrell,22,HOU,PF,39,1,379,7.5,11.7,0.644,0,0.1,0,7.5,11.5,0.652,0.644,3.1,6,0.522,3.2,5.2,8.4,2.2,1.4,1.4,2.2,6.2,18.2,119,110
harriaa01CHO2016,CHO2016,2016,NBA,Aaron Harrison,21,CHO,SG,21,0,93,2.7,10.3,0.263,1.6,5.4,0.3,1.1,4.9,0.222,0.342,2.7,6.5,0.417,2.2,5.9,8.1,1.1,3.2,0,2.2,5.4,9.7,77,103
harride01DAL2016,DAL2016,2016,NBA,Devin Harris,32,DAL,PG,64,0,1280,6.6,14.9,0.447,2.1,6.3,0.329,4.6,8.6,0.532,0.516,4,5.6,0.721,0.7,4.8,5.5,4.7,2.4,0.5,2.6,4.9,19.4,107,107
harriga01DEN2016,DEN2016,2016,NBA,Gary Harris,21,DEN,SG,76,76,2439,7.4,15.7,0.469,2.2,6.1,0.354,5.2,9.6,0.543,0.538,2.2,2.7,0.82,1.1,3.4,4.5,3,2,0.4,2,2.9,19.2,110,111
harrijo01CLE2016,CLE2016,2016,NBA,Joe Harris,24,CLE,SG,5,0,15,3.4,13.7,0.25,3.4,13.7,0.25,0,0,,0.375,0,0,,0,10.3,10.3,6.9,0,0,3.4,3.4,10.3,81,107
harrito022TM2016,2TM2016,2016,NBA,Tobias Harris,23,2TM,PF,76,74,2513,8.3,17.7,0.469,1.6,4.8,0.335,6.7,13,0.518,0.514,4,4.9,0.831,1.9,8.3,10.2,3.4,1.3,0.8,2.2,3.1,22.3,112,107
harrito02ORL2016,ORL2016,2016,NBA,Tobias Harris,23,ORL,PF,49,49,1610,7.8,16.8,0.464,1.5,4.7,0.311,6.3,12.1,0.523,0.507,3.7,4.8,0.784,2.2,8.4,10.6,3.1,1.5,0.9,2.4,2.8,20.8,107,107
harrito02DET2016,DET2016,2016,NBA,Tobias Harris,23,DET,PF,27,25,903,9.3,19.5,0.477,1.8,4.9,0.375,7.4,14.5,0.512,0.524,4.6,5,0.911,1.4,8,9.4,3.9,1,0.7,1.7,3.5,25,120,106
hasleud01MIA2016,MIA2016,2016,NBA,Udonis Haslem,35,MIA,PF,37,0,260,4.5,12,0.377,0.2,1.8,0.111,4.3,10.3,0.423,0.385,2.4,3.2,0.75,2,12.8,14.8,2.8,1,0.4,1,4.9,11.6,99,103
hawessp01CHO2016,CHO2016,2016,NBA,Spencer Hawes,27,CHO,PF,57,6,1035,6,14.8,0.405,1.8,4.9,0.373,4.2,9.9,0.422,0.467,2.6,3.2,0.831,2.5,9.4,11.8,5.3,1.1,1.3,2.8,5.4,16.5,103,104
hayesch01HOU2016,HOU2016,2016,NBA,Chuck Hayes,32,HOU,C,2,0,24,2,4.1,0.5,0,0,,2,4.1,0.5,0.5,4.1,4.1,1,0,16.4,16.4,4.1,0,0,6.1,12.3,8.2,79,107
haywago01UTA2016,UTA2016,2016,NBA,Gordon Hayward,25,UTA,SF,80,80,2893,9.5,21.9,0.433,2.6,7.5,0.349,6.9,14.4,0.477,0.493,7.2,8.7,0.824,1.1,6.1,7.2,5.4,1.7,0.5,3.7,3.3,28.8,110,105
hendege02POR2016,POR2016,2016,NBA,Gerald Henderson,28,POR,SG,72,0,1431,8.1,18.5,0.439,1.7,4.8,0.353,6.4,13.7,0.468,0.484,3.9,5.1,0.767,1,6.3,7.4,2.6,1.4,0.7,2.4,3,21.8,104,109
hensojo01MIL2016,MIL2016,2016,NBA,John Henson,25,MIL,C,57,1,960,8.7,15.4,0.564,0,0.1,0,8.7,15.4,0.566,0.564,3.7,6.2,0.59,4.6,7.1,11.7,2.9,1,5.8,3.4,7,21.1,108,105
hezonma01ORL2016,ORL2016,2016,NBA,Mario Hezonja,20,ORL,SF,79,9,1413,6.4,14.8,0.433,2.4,6.8,0.349,4,8,0.504,0.513,1.7,1.9,0.907,1,5.2,6.2,3.9,1.4,0.6,3.4,4.4,16.9,97,109
hibbero01LAL2016,LAL2016,2016,NBA,Roy Hibbert,29,LAL,C,81,81,1878,4.9,11,0.443,0,0.1,0,4.9,10.9,0.445,0.443,3.1,3.9,0.807,3.5,7.1,10.6,2.5,0.9,2.9,2,6.7,12.9,105,110
hicksjj012TM2016,2TM2016,2016,NBA,J.J. Hickson,27,2TM,C,35,9,436,9.1,17.7,0.516,0,0.1,0,9.1,17.6,0.519,0.516,5.2,11.7,0.447,4.4,10.6,15.1,2.6,1.7,1.6,2.9,5.4,23.5,102,105
hicksjj01DEN2016,DEN2016,2016,NBA,J.J. Hickson,27,DEN,C,20,9,305,9,17.9,0.505,0,0,,9,17.9,0.505,0.505,4.4,9.7,0.458,3.6,10.7,14.3,2.6,1.6,2,2.6,5.8,22.5,101,105
hicksjj01WAS2016,WAS2016,2016,NBA,J.J. Hickson,27,WAS,C,15,0,131,9.3,17.1,0.543,0,0.4,0,9.3,16.7,0.556,0.543,7.1,16.4,0.432,6.3,10.4,16.7,2.6,1.9,0.7,3.3,4.5,25.7,104,104
hilarne01WAS2016,WAS2016,2016,NBA,Nenê,33,WAS,PF,57,11,1094,9.3,17.1,0.544,0,0.1,0,9.3,17,0.549,0.544,4.8,8.2,0.578,2.3,9.2,11.5,4.3,2.4,1.2,3.4,7,23.4,106,103
hillge01IND2016,IND2016,2016,NBA,George Hill,29,IND,PG,74,73,2524,6.4,14.5,0.441,2.5,6.2,0.408,3.9,8.4,0.466,0.528,2.2,3,0.76,1.1,4.7,5.9,5.1,1.6,0.3,2,2.9,17.6,112,106
hillida01DET2016,DET2016,2016,NBA,Darrun Hilliard,22,DET,SG,38,2,383,6.9,17.3,0.397,2.5,6.6,0.38,4.3,10.7,0.407,0.469,3.8,5.3,0.725,0.7,5.3,5.9,3.6,1.2,0.1,2.5,3.7,20,103,108
hilljo01IND2016,IND2016,2016,NBA,Jordan Hill,28,IND,C,73,11,1513,9.1,18,0.506,0,0,0,9.1,18,0.507,0.506,2.9,4.1,0.712,5.1,9.7,14.8,2.9,1.2,1.2,3,5.1,21.2,106,102
hillso01IND2016,IND2016,2016,NBA,Solomon Hill,24,IND,SF,59,3,866,5.3,11.9,0.447,1.4,4.2,0.324,4,7.7,0.515,0.505,2.1,2.4,0.857,2.2,7.3,9.5,3.3,2.1,0.6,1.9,3.9,14.1,110,103
hinriki012TM2016,2TM2016,2016,NBA,Kirk Hinrich,35,2TM,PG,46,7,631,3.9,10.2,0.38,1.9,4.9,0.387,2,5.3,0.373,0.473,1.2,1.3,0.938,0.6,4.9,5.6,5.8,1.2,0.2,2.4,5.1,10.9,101,109
hinriki01CHI2016,CHI2016,2016,NBA,Kirk Hinrich,35,CHI,PG,35,7,555,4.2,10.7,0.398,2.1,5.1,0.411,2.2,5.6,0.387,0.496,1.4,1.4,0.938,0.6,4.6,5.2,5.3,1.2,0.1,2.4,5.7,11.9,103,110
hinriki01ATL2016,ATL2016,2016,NBA,Kirk Hinrich,35,ATL,PG,11,0,76,1.3,7.2,0.182,0.7,3.9,0.167,0.7,3.3,0.2,0.227,0,0,,0.7,7.2,7.8,9.1,1.3,0.7,2,0.7,3.3,82,104
holidjr01NOP2016,NOP2016,2016,NBA,Jrue Holiday,25,NOP,PG,65,23,1831,11.1,25.3,0.439,2.4,7,0.336,8.7,18.3,0.478,0.485,4.9,5.9,0.843,0.7,4.6,5.3,10.6,2.4,0.6,4.5,4,29.5,105,109
holidju012TM2016,2TM2016,2016,NBA,Justin Holiday,26,2TM,SG,53,5,773,5.7,14.7,0.386,2.3,6.8,0.343,3.4,7.9,0.423,0.465,1.7,2.4,0.73,0.8,5,5.8,3.6,2.1,1.2,2.5,3.9,15.4,94,105
holidju01ATL2016,ATL2016,2016,NBA,Justin Holiday,26,ATL,SG,26,1,263,4.5,13.7,0.329,1.9,8.5,0.222,2.6,5.3,0.5,0.397,0.9,1.9,0.5,0.8,4.3,5.1,2.1,2.4,0.8,2.4,3.9,11.8,77,103
holidju01CHI2016,CHI2016,2016,NBA,Justin Holiday,26,CHI,SG,27,4,510,6.3,15.2,0.413,2.6,5.9,0.433,3.7,9.3,0.4,0.497,2.2,2.7,0.815,0.8,5.4,6.2,4.4,1.9,1.5,2.6,3.9,17.3,102,106
holliro01BRK2016,BRK2016,2016,NBA,Rondae Hollis-Jefferson,21,BRK,SF,29,17,615,5.2,11.3,0.457,0.3,1.1,0.286,4.8,10.2,0.476,0.471,3,4.3,0.712,3.2,9.4,12.6,3.5,3.2,1.3,2.1,5,13.7,107,105
holliry012TM2016,2TM2016,2016,NBA,Ryan Hollins,31,2TM,C,37,12,460,5.5,8.8,0.62,0,0,,5.5,8.8,0.62,0.62,2.9,4.7,0.619,5.2,5.7,10.9,1.1,0.7,2.3,2.7,6.9,13.8,116,109
holliry01WAS2016,WAS2016,2016,NBA,Ryan Hollins,31,WAS,C,5,3,48,4.1,7.1,0.571,0,0,,4.1,7.1,0.571,0.571,0,0,,7.1,4.1,11.2,0,0,1,3,4.1,8.1,104,111
holliry01MEM2016,MEM2016,2016,NBA,Ryan Hollins,31,MEM,C,32,9,412,5.6,9,0.625,0,0,,5.6,9,0.625,0.625,3.2,5.2,0.619,5,5.9,10.9,1.2,0.7,2.5,2.6,7.2,14.5,117,109
holmeri01PHI2016,PHI2016,2016,NBA,Richaun Holmes,22,PHI,PF,51,1,702,8,15.5,0.514,0.6,3.1,0.182,7.4,12.4,0.596,0.532,3.6,5.2,0.689,4.3,5.1,9.4,2.3,1.3,2.8,2.2,6.4,20,111,109
hoodro01UTA2016,UTA2016,2016,NBA,Rodney Hood,23,UTA,SG,79,79,2541,8.5,20.2,0.42,3.3,9.3,0.359,5.1,10.9,0.472,0.503,3.6,4.2,0.86,0.8,4.8,5.5,4.4,1.5,0.3,2.6,4.2,23.9,109,107
horfoal01ATL2016,ATL2016,2016,NBA,Al Horford,29,ATL,C,82,82,2631,9.9,19.7,0.505,1.7,4.8,0.344,8.3,14.9,0.557,0.547,1.9,2.4,0.798,2.8,8.4,11.2,4.9,1.3,2.3,2,3.1,23.5,113,101
howardw01HOU2016,HOU2016,2016,NBA,Dwight Howard,30,HOU,C,71,71,2280,8,12.9,0.62,0,0.1,0,8,12.8,0.626,0.62,5,10.2,0.489,5.1,12.9,18,2.1,1.5,2.4,3.6,4.7,21,111,104
huertma01LAL2016,LAL2016,2016,NBA,Marcelo Huertas,32,LAL,PG,53,0,869,5.6,13.3,0.422,0.9,3.5,0.262,4.7,9.8,0.479,0.457,1.6,1.7,0.931,1,4.2,5.2,10.5,1.5,0.4,4.6,4.4,13.7,95,114
huestjo01OKC2016,OKC2016,2016,NBA,Josh Huestis,24,OKC,PF,5,0,55,4.5,10.8,0.417,3.6,5.4,0.667,0.9,5.4,0.167,0.583,0,3.6,0,1.8,7.2,9,0,0.9,1.8,2.7,2.7,12.6,87,107
humphkr013TM2016,3TM2016,2016,NBA,Kris Humphries,30,3TM,PF,53,17,835,7.1,17.3,0.41,2,6.3,0.315,5.1,11,0.465,0.468,3.9,4.9,0.798,3.3,9.4,12.8,2.1,0.9,1.3,2.2,5.5,20.1,104,104
humphkr01WAS2016,WAS2016,2016,NBA,Kris Humphries,30,WAS,PF,28,14,466,6.7,16.5,0.405,2.4,7,0.343,4.3,9.5,0.451,0.478,3,3.2,0.935,2.7,9.3,12,1.7,0.3,1.5,2.1,4.4,18.8,103,107
humphkr01PHO2016,PHO2016,2016,NBA,Kris Humphries,30,PHO,PF,4,3,74,6.6,23.7,0.278,2,6.6,0.3,4.6,17.1,0.269,0.319,4,5.3,0.75,7.2,13.8,21.1,4.6,2,1.3,2.6,5.3,19.1,91,104
humphkr01ATL2016,ATL2016,2016,NBA,Kris Humphries,30,ATL,PF,21,0,295,7.9,16.9,0.465,1.3,5.2,0.258,6.5,11.7,0.557,0.505,5.4,7.5,0.711,3.4,8.5,11.9,2.2,1.7,1.2,2.3,7.4,22.4,108,101
hunterj01BOS2016,BOS2016,2016,NBA,R.J. Hunter,22,BOS,SG,36,0,315,5.6,15.2,0.367,2.9,9.7,0.302,2.6,5.4,0.486,0.464,0.9,1.1,0.857,0.3,5.4,5.7,2,2.2,0.6,1.7,4.5,15,94,104
ibakase01OKC2016,OKC2016,2016,NBA,Serge Ibaka,26,OKC,PF,78,78,2500,8.3,17.3,0.479,1.2,3.7,0.326,7.1,13.6,0.52,0.513,1.8,2.4,0.752,2.8,7.8,10.6,1.3,0.8,2.9,2.1,4.2,19.5,108,105
iguodan01GSW2016,GSW2016,2016,NBA,Andre Iguodala,32,GSW,SF,65,1,1732,4.9,10.3,0.478,1.5,4.3,0.351,3.4,6,0.57,0.552,1.4,2.3,0.614,1.5,5.9,7.3,6.1,2,0.5,2.2,2.8,12.7,115,105
ilyaser012TM2016,2TM2016,2016,NBA,Ersan İlyasova,28,2TM,PF,74,56,1881,7.5,17.7,0.424,2.6,6.9,0.371,4.9,10.8,0.458,0.496,3,4.1,0.721,3.9,6.9,10.8,1.8,1.4,0.9,1.9,4.6,20.5,109,106
ilyaser01DET2016,DET2016,2016,NBA,Ersan İlyasova,28,DET,PF,52,52,1434,7.6,17.9,0.425,2.7,7.6,0.363,4.9,10.3,0.471,0.502,2.8,3.8,0.725,3.5,6.4,9.9,1.9,1.3,1,2.1,4.2,20.7,109,106
ilyaser01ORL2016,ORL2016,2016,NBA,Ersan İlyasova,28,ORL,PF,22,4,447,7.2,17.1,0.418,2,4.9,0.409,5.1,12.2,0.422,0.477,3.6,5,0.711,5,8.5,13.5,1.3,1.6,0.7,1.3,5.7,19.9,111,107
inglejo01UTA2016,UTA2016,2016,NBA,Joe Ingles,28,UTA,SF,81,2,1241,5.3,12.4,0.426,3.4,8.9,0.386,1.8,3.4,0.531,0.565,0.6,0.8,0.722,0.8,5.6,6.4,4.1,2.3,0.2,2.8,4.2,14.5,105,105
inglida01MIL2016,MIL2016,2016,NBA,Damien Inglis,20,MIL,SF,20,1,156,4.2,12.1,0.351,1,4.2,0.231,3.3,7.8,0.417,0.392,2.3,2.6,0.875,0.7,9.5,10.1,3.3,2,1,3.6,3.6,11.8,81,107
irvinky01CLE2016,CLE2016,2016,NBA,Kyrie Irving,23,CLE,PG,53,53,1667,12.2,27.1,0.448,2.6,8.1,0.321,9.6,19,0.502,0.496,5.2,5.9,0.885,1.4,3.5,4.8,7.7,1.7,0.6,3.8,3.3,32.1,109,106
jackja01BRK2016,BRK2016,2016,NBA,Jarrett Jack,32,BRK,PG,32,32,1027,6.9,17.6,0.391,1.5,5,0.304,5.3,12.6,0.426,0.434,4.9,5.5,0.893,0.4,6.2,6.7,11.6,1.7,0.3,4.6,3.8,20.2,101,112
jacksre01DET2016,DET2016,2016,NBA,Reggie Jackson,25,DET,PG,79,79,2424,11.2,25.9,0.434,2.5,7,0.353,8.8,18.9,0.464,0.482,6.1,7,0.864,1.2,4.1,5.3,10.2,1.2,0.2,4.6,3.9,31,109,108
jamesle01CLE2016,CLE2016,2016,NBA,LeBron James,31,CLE,SF,76,76,2709,14,26.9,0.52,1.7,5.4,0.309,12.3,21.5,0.573,0.551,6.8,9.3,0.731,2.1,8.6,10.7,9.8,2,0.9,4.7,2.7,36.5,116,103
jeffeal01CHO2016,CHO2016,2016,NBA,Al Jefferson,31,CHO,C,47,18,1096,11.2,23.1,0.485,0,0,,11.2,23.1,0.485,0.485,3.3,5.1,0.649,2.6,11.2,13.8,3.2,1.4,1.9,1.6,5.4,25.7,105,102
jeffeco01PHO2016,PHO2016,2016,NBA,Cory Jefferson,25,PHO,PF,8,0,50,8.8,21.4,0.409,0,1,0,8.8,20.5,0.429,0.409,3.9,5.8,0.667,5.8,9.7,15.6,0,0,1,0,7.8,21.4,105,110
jefferi01CLE2016,CLE2016,2016,NBA,Richard Jefferson,35,CLE,SF,74,5,1326,5.6,12.1,0.458,2.6,6.7,0.382,3,5.4,0.554,0.564,2.3,3.4,0.667,0.6,4.4,5,2.3,1.3,0.5,1.7,5,15.9,112,107
jenkijo012TM2016,2TM2016,2016,NBA,John Jenkins,24,2TM,SG,43,3,480,7.3,16.5,0.444,1.7,5.3,0.314,5.7,11.3,0.505,0.494,2.1,2.5,0.833,0.8,5.1,5.9,3.6,0.8,0.1,2.8,2.3,18.4,99,112
jenkijo01DAL2016,DAL2016,2016,NBA,John Jenkins,24,DAL,SG,21,1,193,7.6,18.5,0.414,0.8,5,0.158,6.9,13.5,0.51,0.436,2.1,2.4,0.889,1.1,4.7,5.8,2.4,0.8,0,2.9,2.9,18.2,88,111
jenkijo01PHO2016,PHO2016,2016,NBA,John Jenkins,24,PHO,SG,22,2,287,7.1,15.3,0.467,2.2,5.4,0.406,4.9,9.8,0.5,0.539,2,2.5,0.8,0.7,5.3,5.9,4.4,0.8,0.2,2.7,1.9,18.5,107,112
jennibr012TM2016,2TM2016,2016,NBA,Brandon Jennings,26,2TM,PG,48,7,868,6.5,17.6,0.368,3,9,0.329,3.5,8.6,0.409,0.452,3.3,4.5,0.731,0.9,4.6,5.6,9.8,1.7,0.4,3.3,3.3,19.2,105,108
jennibr01DET2016,DET2016,2016,NBA,Brandon Jennings,26,DET,PG,23,1,416,6.4,17.3,0.371,2.9,9.3,0.312,3.5,8,0.439,0.455,3.3,4.6,0.711,0.6,5,5.6,8.5,1.3,0.2,2.7,2.9,19,107,108
jennibr01ORL2016,ORL2016,2016,NBA,Brandon Jennings,26,ORL,PG,25,6,452,6.5,17.8,0.366,3,8.6,0.346,3.5,9.2,0.386,0.45,3.3,4.4,0.75,1.2,4.3,5.5,11.1,2,0.6,3.9,3.7,19.4,103,108
jerebjo01BOS2016,BOS2016,2016,NBA,Jonas Jerebko,28,BOS,PF,78,0,1176,4.9,11.9,0.413,1.8,4.5,0.398,3.1,7.4,0.421,0.488,2.5,3.2,0.782,3.2,8.7,11.9,2.6,0.8,1,2.2,5.7,14.1,107,104
johnsam01BOS2016,BOS2016,2016,NBA,Amir Johnson,28,BOS,PF,79,76,1800,6.7,11.5,0.585,0.3,1.2,0.233,6.5,10.4,0.624,0.596,1.9,3.3,0.57,4.8,8.9,13.7,3.7,1.4,2.2,2.5,5.8,15.6,117,102
johnsch04UTA2016,UTA2016,2016,NBA,Chris Johnson,25,UTA,SF,70,2,857,4.4,11.9,0.371,1.7,6.1,0.273,2.8,5.8,0.474,0.441,2.1,2.6,0.81,1.7,6.5,8.1,2.8,2,1.2,2.5,6.2,12.6,96,104
johnsja01TOR2016,TOR2016,2016,NBA,James Johnson,28,TOR,PF,57,32,926,6.4,13.4,0.475,1.1,3.7,0.303,5.2,9.7,0.54,0.517,2.2,3.8,0.574,1.6,5.5,7,3.7,1.6,1.8,3,4.7,16,101,106
johnsjo022TM2016,2TM2016,2016,NBA,Joe Johnson,34,2TM,SF,81,81,2703,7.1,16.1,0.439,2.2,5.9,0.383,4.8,10.2,0.471,0.509,2.2,2.7,0.831,0.9,4.6,5.5,6,1.1,0.1,3,2.7,18.6,104,113
johnsjo02BRK2016,BRK2016,2016,NBA,Joe Johnson,34,BRK,SF,57,57,1934,6.4,15.8,0.406,2.2,6,0.371,4.2,9.9,0.427,0.476,2.4,2.8,0.852,0.9,5,5.8,6,1,0.1,3,2.6,17.5,101,114
johnsjo02MIA2016,MIA2016,2016,NBA,Joe Johnson,34,MIA,SF,24,24,769,8.7,16.7,0.518,2.3,5.6,0.417,6.3,11.1,0.569,0.588,1.7,2.3,0.765,1,3.5,4.5,5.7,1.4,0.1,2.9,3.1,21.4,114,108
johnsor012TM2016,2TM2016,2016,NBA,Orlando Johnson,26,2TM,SG,7,1,101,4.4,16.6,0.265,1,4.9,0.2,3.4,11.7,0.292,0.294,2.9,3.9,0.75,1.9,5.4,7.3,1,1.5,1.5,1.9,4.4,12.7,74,110
johnsor01PHO2016,PHO2016,2016,NBA,Orlando Johnson,26,PHO,SG,2,0,47,5.2,17.6,0.294,1,5.2,0.2,4.1,12.4,0.333,0.324,5.2,6.2,0.833,3.1,6.2,9.3,0,2.1,3.1,1,5.2,16.6,92,105
johnsor01NOP2016,NOP2016,2016,NBA,Orlando Johnson,26,NOP,SG,5,1,54,3.7,15.6,0.235,0.9,4.6,0.2,2.8,11,0.25,0.265,0.9,1.8,0.5,0.9,4.6,5.5,1.8,0.9,0,2.8,3.7,9.2,58,113
johnsst04DET2016,DET2016,2016,NBA,Stanley Johnson,19,DET,SF,73,6,1687,6.7,18,0.375,1.9,6.1,0.307,4.8,11.8,0.41,0.428,2.4,3.1,0.784,1.7,7.4,9.2,3.5,1.6,0.4,3.4,5.3,17.7,91,106
johnsty01MIA2016,MIA2016,2016,NBA,Tyler Johnson,23,MIA,SG,36,5,863,7,14.4,0.486,1.6,4.2,0.38,5.4,10.2,0.529,0.541,3,3.8,0.797,1.7,4.8,6.5,4.7,1.4,0.8,2.8,3.9,18.7,111,107
johnswe01LAC2016,LAC2016,2016,NBA,Wesley Johnson,28,LAC,SF,80,9,1666,6.3,15.5,0.404,3.1,9.3,0.333,3.2,6.2,0.51,0.504,0.9,1.4,0.652,1.1,6.3,7.5,1.5,2.7,1.7,1.6,5.2,16.5,98,102
jokicni01DEN2016,DEN2016,2016,NBA,Nikola Jokić,20,DEN,C,80,55,1733,8.9,17.4,0.512,0.8,2.4,0.333,8.1,14.9,0.541,0.535,4.5,5.5,0.811,5.2,11,16.2,5.5,2.3,1.4,3,6,23,118,104
jonesda02CLE2016,CLE2016,2016,NBA,Dahntay Jones,35,CLE,SF,1,0,42,7.4,17.2,0.429,1.2,2.5,0.5,6.1,14.7,0.417,0.464,0,0,,1.2,4.9,6.1,2.5,1.2,2.5,0,7.4,15.9,106,104
jonesja02CLE2016,CLE2016,2016,NBA,James Jones,35,CLE,SF,48,0,463,6.4,15.8,0.408,4.6,11.6,0.394,1.9,4.2,0.447,0.553,2.3,2.9,0.808,0.9,4.7,5.6,1.6,1.2,1.1,1.4,5.6,19.8,114,106
joneste01HOU2016,HOU2016,2016,NBA,Terrence Jones,24,HOU,PF,50,11,1044,7.8,17.3,0.452,1.2,3.7,0.316,6.6,13.6,0.49,0.486,3.6,5.5,0.664,2.9,7,9.9,1.9,1.1,1.8,2.3,4.1,20.4,104,109
jonesty01MIN2016,MIN2016,2016,NBA,Tyus Jones,19,MIN,PG,37,0,573,4.9,13.7,0.359,1.4,4.7,0.302,3.5,9.1,0.388,0.41,2.5,3.4,0.718,0.6,3.5,4.1,9.5,2.7,0.3,2.9,2.9,13.7,98,111
jordade01LAC2016,LAC2016,2016,NBA,DeAndre Jordan,27,LAC,C,77,77,2598,6.9,9.8,0.703,0,0,0,6.9,9.8,0.704,0.703,5.1,11.9,0.43,5.1,15.3,20.4,1.7,1,3.4,2.1,4,18.9,122,98
josepco01TOR2016,TOR2016,2016,NBA,Cory Joseph,24,TOR,SG,80,4,2046,6.5,14.8,0.439,0.8,2.8,0.273,5.7,12,0.478,0.465,3.4,4.4,0.764,1,4.3,5.3,6.3,1.6,0.5,2.6,3.3,17.1,106,108
kamanch01POR2016,POR2016,2016,NBA,Chris Kaman,33,POR,C,16,2,112,8.9,19.2,0.465,0.4,1.8,0.25,8.5,17.4,0.487,0.477,1.3,1.3,1,3.1,7.6,10.7,4.9,0.4,0.4,3.6,6.7,19.6,100,110
kaminfr01CHO2016,CHO2016,2016,NBA,Frank Kaminsky,22,CHO,C,81,3,1708,6.3,15.4,0.41,2,5.9,0.337,4.3,9.5,0.455,0.474,3.2,4.3,0.73,2,7.8,9.8,2.9,1.1,1.3,1.7,3.7,17.8,105,105
kanteen01OKC2016,OKC2016,2016,NBA,Enes Freedom,23,OKC,C,82,1,1721,11.9,20.7,0.576,0.3,0.6,0.476,11.7,20.1,0.579,0.583,5.8,7.2,0.797,7.2,12,19.2,1,0.7,1,3.3,4.8,29.9,123,105
karasse01BRK2016,BRK2016,2016,NBA,Sergey Karasev,22,BRK,SF,40,5,399,3.8,9.3,0.405,1.4,4.7,0.297,2.4,4.7,0.514,0.48,3.3,3.5,0.929,1,6.3,7.3,4.4,0.8,0.3,2.8,3.4,12.3,105,114
kaunsa01CLE2016,CLE2016,2016,NBA,Sasha Kaun,30,CLE,C,25,0,95,4.9,9.2,0.529,0,0,,4.9,9.2,0.529,0.529,2.7,6,0.455,6.5,7.6,14.1,1.6,2.2,2.7,3.8,6,12.5,100,100
kellyry01LAL2016,LAL2016,2016,NBA,Ryan Kelly,24,LAL,PF,36,0,470,5.9,15.9,0.369,0.5,4,0.135,5.3,12,0.446,0.386,4,5.8,0.685,2.2,10.7,12.9,2.1,1.4,1.1,1.9,4.2,16.2,93,109
kiddgmi01CHO2016,CHO2016,2016,NBA,Michael Kidd-Gilchrist,22,CHO,SF,7,7,205,8.1,14.9,0.541,0.7,1.7,0.429,7.3,13.2,0.556,0.566,4.9,7.1,0.69,2.9,8.1,11,2.2,0.7,0.7,2,2.2,21.8,118,106
kilpase012TM2016,2TM2016,2016,NBA,Sean Kilpatrick,26,2TM,SG,31,0,616,10.1,22.1,0.456,3.2,9.3,0.342,6.9,12.8,0.538,0.528,4.9,5.5,0.896,1,3.6,4.6,2.4,1,0.2,2.5,3,28.2,110,115
kilpase01DEN2016,DEN2016,2016,NBA,Sean Kilpatrick,26,DEN,SG,8,0,82,4.9,12.8,0.381,2.4,10.4,0.235,2.4,2.4,1,0.476,4.3,4.9,0.875,1.2,2.4,3.7,1.8,1.2,0,2.4,4.3,16.5,105,113
